_NAME_	Factor1	Factor2	Factor3	load	secondary
v000088	0.4429057533	0.1849539481	-0.312503102	fac3	1
v000091	0.2282597093	0.1087489218	-0.305604405		
v000093	-0.061766224	0.5324297081	-0.02514244		
v000094	-0.050710368	0.553201119	0.1821900954		
v000098	-0.009788713	0.6209896313	-0.369922992	fac3	1
v000100	0.5031017192	0.0648649761	-0.432862393	fac3	1
v000101	0.562160786	-0.000564596	0.1092653947		
v000103	-0.326693419	0.3403374642	-0.322326833	fac1	1
v000104	-0.427913957	0.4713498671	0.0927227276	fac1	1
v000105	0.9307895279	-0.452724263	-0.038617883	fac2	1
v000107	-0.030852543	0.7304416388	0.025509733		
v000109	1.0167947171	-0.433730689	-0.052749255	fac2	1
v000110	-0.065639408	0.5216163593	-0.446671228	fac3	1
v000111	0.5208036553	-0.284042552	0.2043173735		
v000112	0.0778397033	0.536675467	-0.025600593		
v000113	0.571351068	0.1185763141	-0.169691131		
v000114	0.9332604181	0.052410887	-0.100558254		
v000117	-0.100118115	0.4763621525	0.2352580511		
v000118	-0.187404308	0.634325891	0.6830338203	fac2	1
v000122	0.042378026	0.3255100003	-0.074189743		
v000123	0.2823190596	0.3038455809	0.1563030464		
v000124	0.7395390021	-0.002829511	-0.182243528		
v000125	0.8138479183	0.0343335751	-0.128892381		
v000127	0.1608873185	0.5511597814	-0.283275285		
v000128	-0.004704288	0.5015744935	-0.519368717	fac2	1
v000131	1.0161502318	-0.306008076	-0.152691034	fac2	1
v000133	0.1626858564	0.2949498548	-0.35652716		
v000134	-0.017451038	0.4046568308	-0.070507027		
v000136	0.8813092505	-0.272272866	-0.162409568		
v000138	0.0151769911	0.3680273474	0.1236887644		
v000139	0.2769401165	0.1679444961	-0.41510973		
v000141	-0.117294717	0.6820520475	0.0260228782		
v000142	0.1980236886	0.5080935673	0.3504260423	fac3	1
v000143	0.0487681026	0.247972837	-0.146127659		
v000144	0.2290889983	0.3907848649	0.0575418935		
v000147	0.0301813492	0.3242633512	0.1798728307		
v000148	0.1886170581	0.5227911452	-0.597995327	fac2	1
v000152	0.1023462884	0.3692262591	-0.403195077	fac2	1
v000153	0.1440161874	0.2198508316	-0.295496933		
v000156	0.7896429758	0.0102412057	0.1389885647		
v000157	0.3894157023	0.2655322585	-0.302235065	fac3	1
v000158	-0.299961188	0.2447576332	-0.192631932		
v000160	-0.055613767	0.3499664069	-0.581024181	fac2	1
v000161	0.2415001625	0.2372683714	-0.224523168		
v000162	0.1374104826	0.4261153512	-0.083544683		
v000163	0.0051116578	0.3224273967	-0.328479047	fac2	1
v000166	-0.164433545	0.3314821221	-0.514551289	fac2	1
v000172	0.977943716	-0.039133081	-0.028769232		
v000175	-0.161912757	0.6559207257	0.7041724938	fac2	1
v000177	0.0961016383	0.6181268451	-0.09636808		
v000183	0.2252595706	0.0092243469	-0.325721882		
v000185	-0.196709342	0.5116956157	-0.465467991	fac3	1
v000186	0.9533931153	-0.461565533	-0.148813552	fac2	1
v000191	-0.123479999	0.3398460486	0.3093277886	fac3	1
v000193	-0.04602551	0.1511054289	-0.50604673		
v000195	0.2621620457	0.2015232026	0.1387468839		
v000196	0.0163082374	0.4084968615	-0.126014306		
v000199	0.0042010848	0.4125387314	-0.025899149		
v000200	0.3435775765	-0.283195897	0.17532715		
v000201	0.1067329288	0.4666735731	0.0185738813		
v000202	0.5719567691	-0.284886054	-0.168238366		
v000208	0.1718589436	0.3701011998	0.6727749737	fac2	1
v000209	-0.214144826	0.5402429112	-0.171735418		
v000210	0.5788312301	0.0167825309	0.3424502584	fac3	1
v000212	-0.269067815	0.1432953418	0.2012976026		
v000213	0.062583801	0.2350366578	0.6156717699		
v000214	0.2064527338	0.1682154879	-0.262154416		
v000217	-0.007470842	0.2758918332	0.1463083306		
v000219	0.320846532	0.086909575	-0.30128059	fac3	1
v000220	0.1920009907	0.228210798	0.7775311856		
v000221	0.0134958486	0.5887537005	0.8239229656	fac2	1
v000228	0.0900413571	-0.231071948	-0.059312753		
v000229	0.2753340983	-0.156643516	0.5451702614		
v000230	-0.379349163	0.3059773177	-0.414866986	fac1	1
v000232	0.0274376799	0.1241037453	0.403249269		
v000234	0.2315520132	-0.333556908	-0.42050336	fac2	1
v000236	-0.270238637	0.1389077118	0.0218595062		
v000239	0.0263387246	0.1845408796	-0.170582282		
v000244	-0.263530044	-0.34651267	0.0813912206		
v000245	-0.352083217	0.0658401429	0.0135223519		
v000249	-0.096348312	0.289728734	0.4299605696		
v000253	-0.16284168	0.0806706133	-0.474598135		
v000257	-0.095144419	-0.013405355	-0.481861564		
v000260	0.5849885229	-0.089173651	0.194950246		
v000267	0.099002546	0.1053242575	-0.303422567		
v000271	-0.019225857	-0.478365614	-0.079600943		
v000275	-0.183319792	0.1948700296	-0.087163844		
v000276	-0.099798354	0.4751911911	-0.032224114		
v000277	-0.062594249	0.4445147286	0.1916040567		
v000279	-0.183420587	0.3487748271	-0.184830248		
v000282	-0.444203216	-0.16838637	0.1049153206		
v000285	0.0758104003	-0.088261798	-0.281317534		
v000290	0.0345282928	0.0808172325	-0.308676396		
v000293	0.3367302581	-0.548957095	-0.070685483	fac1	1
v000295	0.0052183762	0.2808291503	0.4033423637		
v000296	0.4042639416	-0.092625361	-0.436400001	fac1	1
v000306	-0.318988817	0.3148438064	0.1404085106	fac2	1
v000308	0.4055745054	-0.345684666	-0.08633033	fac2	1
v000318	0.2247149479	-0.190689198	-0.037956203		
v000321	-0.326183117	-0.030629589	0.4105662691	fac1	1
v000323	-0.153946016	0.1501818531	0.2027957449		
v000325	-0.002950097	0.2632768169	0.4067261914		
v000328	-0.276310445	0.129392852	0.089235299		
v000329	-0.205505069	0.2389749447	0.0899795402		
v000331	-0.139551395	0.2007696413	0.380107304		
v000334	0.4004196981	0.1152731663	-0.165403655		
v000337	0.4544329586	0.0917735134	0.3137272364	fac3	1
v000341	0.1587209732	0.0102798062	0.279500174		
v000346	-0.081963145	-0.033465674	-0.24020846		
v000354	0.5957502722	-0.09253205	-0.174492701		
v000358	0.3315033028	0.0209729991	0.1456883041		
v000361	-0.320151946	0.1088054843	-0.198825751		
v000367	0.0669172472	0.1497523366	-0.46851435		
v000370	0.3211271107	-0.197933746	-0.077777069		
v000374	0.6979549764	-0.199593631	0.039360285		
v000376	-0.414348624	-0.003393388	0.0769885368		
v000382	0.2925470557	-0.055288855	-0.371004016		
v000388	0.0065083186	0.3000002105	0.6008658748	fac2	1
v000389	-0.320246971	-0.548889814	-0.007294952	fac1	1
v000393	-0.075322614	0.2197769469	-0.547733715		
v000394	-0.185981045	0.1078752433	-0.483633671		
v000395	0.3946720636	-0.093377802	-0.150570069		
v000396	0.377059766	-0.453852829	-0.131119812	fac1	1
v000397	0.101714446	-0.007309863	0.1817252971		
v000402	-0.045099986	-0.037039399	-0.001890661		
v000408	-0.06428821	0.2469468326	0.633980276		
v000411	-0.326063016	-0.01922523	-0.245487956		
v000413	0.2413745757	-0.244809727	0.08534906		
v000416	0.0857639451	-0.332364681	-0.000679229		
v000422	-0.272878163	-0.101453857	-0.185260071		
v000424	0.7825354006	-0.559135726	-0.098961871	fac2	1
v000425	-0.114542866	-0.026656888	-0.265648276		
v000432	0.2554498655	-0.131533713	-0.205630232		
v000433	0.0740923489	-0.258778511	0.0558263714		
v000438	0.6654406361	-0.455047826	-0.00245279	fac2	1
v000441	-0.379997675	-0.29456542	0.1160255182		
v000442	0.3197320047	-0.415714982	0.0505096649	fac1	1
v000444	0.3835890515	-0.105225731	-0.21845143		
v000450	-0.073925443	0.2037035058	0.0122466579		
v000460	0.1217846462	0.1215739775	0.1963557659		
v000468	-0.016973588	-0.079934666	0.1847663338		
v000472	-0.083525047	0.4042707351	0.6787629161	fac2	1
v000473	0.0467798679	-0.093131215	-0.257001341		
v000474	-0.249618301	-0.506071448	-0.033685476		
v000475	0.3386346496	-0.22149628	0.0580488276		
v000483	-0.229884322	0.1395803571	-0.423497967		
v000484	0.1930035862	-0.132680629	-0.084788607		
v000489	-0.410367649	-0.179284106	-0.064160155		
v000490	0.1955055535	0.0249296761	0.0282042823		
v000493	-0.095401542	-0.115640275	-0.51026962		
v000514	-0.035254392	0.0358931932	-0.311297886		
v000517	0.0416957914	0.2654505177	0.3406137494		
v000525	0.0066760956	-0.105122895	0.1198647234		
v000526	0.1525998691	-0.525380685	-0.172664931		
v000530	0.004147996	0.0815859873	-0.046894995		
v000531	0.365876059	-0.123448072	0.1431142024		
v000532	-0.212621493	0.2126145614	-0.19466937		
v000534	-0.391906586	-0.451210439	0.025886607	fac1	1
v000536	0.0836402494	-0.058307189	-0.374577944		
v000540	-0.095605564	0.0105448143	-0.043220289		
v000542	-0.204600212	-0.171900024	0.2429749346		
v000550	0.6586270489	-0.395399068	0.1428776916	fac2	1
v000554	-0.17039387	0.3646187972	0.3193890321	fac3	1
v000561	-0.407551083	-0.449155407	0.0612310952	fac1	1
v000562	-0.149282187	0.2079958396	0.3656393291		
v000567	-0.253612664	0.097943032	0.2853373384		
v000584	-0.130307935	0.0083510013	0.3662758552		
v000587	-0.119024937	0.0055093812	-0.393933046		
v000597	0.3949318176	-0.321721612	0.2020042902	fac2	1
v000599	-0.086584317	-0.011255518	0.1052173431		
v000606	-0.158673488	0.3934743236	-0.021843643		
v000615	-0.352335975	0.0827113518	0.2169546229		
v000620	-0.4507139	0.0680922894	-0.242851336		
v000621	-0.095088341	-0.353442186	0.0931320846		
v000633	-0.308144328	-0.0624453	-0.042997519		
v000637	-0.606376212	-0.529248451	-0.046602282	fac2	1
v000642	-0.075675056	-0.461954514	-0.241671742		
v000643	0.15386714	-0.469723305	-0.091656412		
v000649	0.1700738386	-0.18520592	-0.032802198		
v000650	-0.218665657	-0.06653728	0.0674261295		
v000654	-0.259171771	-0.067253193	-0.047961059		
v000659	-0.177678283	-0.057923572	0.3719409645		
v000665	-0.114766737	-0.210949683	0.0376043849		
v000673	0.0124387599	-0.405184845	-0.215352413		
v000684	-0.22648144	-0.059267367	0.0266164619		
v000685	-0.138084811	-0.106547532	0.2536768151		
v000690	-0.239754121	-0.475448991	0.0625675588		
v000702	-0.199812603	-0.207569879	-0.416861034		
v000708	-0.260367118	-0.185985644	0.1963639985		
v000710	-0.19714612	-0.142533125	-0.16465581		
v000714	-0.068194004	0.0518026012	0.6842216871		
v000721	0.1917653161	-0.390129967	0.0840727708		
v000743	-0.207922449	-0.236510972	-0.10249095		
v000749	-0.196043137	-0.076788855	-0.116665791		
v000752	-0.084673771	-0.477989912	-0.052876302		
v000753	0.0561477462	-0.35078683	-0.009833587		
v000758	-0.154514782	0.1165977425	0.5002272562		
v000760	-0.413270562	-0.466953884	0.0459334929	fac1	1
v000764	0.3367280275	-0.311224496	0.0281944333	fac2	1
v000769	0.302326394	-0.374118033	0.1173891484	fac1	1
v000775	-0.381700773	-0.047665366	0.0023299239		
v000787	-0.325864202	-0.003414863	-0.30834544	fac3	1
v000788	-0.226379681	-0.287728844	0.1164651316		
v000793	-0.284999347	-0.201942509	-0.302782158		
v000799	-0.336109431	0.142341955	0.18939377		
v000804	-0.307084532	-0.158541525	0.1934410917		
v000805	-0.653328356	-0.595270643	0.0868955978	fac2	1
v000813	-0.246604524	-0.202959701	-0.055574236		
v000818	0.4778924222	-0.522704171	0.1738593582	fac1	1
v000822	-0.330209855	-0.021065595	0.1299158418		
v000825	-0.434640108	-0.251696213	-0.078449134		
v000831	-0.366112037	0.0163578136	0.0117686187		
v000838	-0.409741551	-0.225871561	-0.060623706		
v000839	-0.398170696	-0.075163393	0.1639015739		
v000848	0.0028714135	-0.252809051	0.206657717		
v000852	-0.34619431	0.0588437497	0.1328549429		
v000854	-0.181054306	-0.071277202	0.2361588612		
v000861	-0.388389793	-0.382125914	0.2890025738	fac2	1
v000869	-0.23191978	-0.342675937	0.2807924003		
v000873	-0.422064179	-0.166585575	0.3033917787	fac3	1
v000875	-0.266952239	-0.5270724	0.0780533247		
v000881	-0.453012735	-0.248537429	-0.102340871		
v000882	-0.352894489	-0.075899395	0.0943425046		
v000883	-0.190929585	-0.260577397	0.3458746881		
v000884	-0.33641621	-0.370878904	0.2918172003	fac1	1
v000887	-0.41826317	0.0073913867	0.2981948702		
v000888	-0.005779136	-0.320009806	-0.029403096		
v000890	-0.11243873	-0.456417789	-0.196128554		
v000891	-0.436573926	-0.256750056	0.0068751552		
v000893	0.4613379237	-0.53548404	0.1585020851	fac1	1
v000896	-0.232516087	-0.227207258	0.1661336935		
v000902	-0.446927414	-0.170070315	0.2936920178		
v000904	-0.139248745	-0.489865138	-0.07556362		
v000911	-0.387430609	-0.202834517	-0.056355986		
v000916	-0.316490878	-0.473128779	-0.056626978	fac1	1
v000917	0.0111133824	-0.409284136	0.2518284093		
v000918	-0.273875016	-0.330331396	-0.051826239		
v000922	-0.387927171	0.0076609945	0.3924390644	fac1	1
v000937	-0.127970731	-0.245868842	0.0948832139		
v000944	-0.014854249	-0.374824549	0.0362625597		
v000951	-0.034417593	-0.516885011	0.2933479146		
v000956	0.3121581753	-0.406329001	0.3629893815	fac3	1
v000968	-0.449677726	-0.383154103	0.0138657179	fac2	1
v000974	-0.322932658	-0.52205658	0.1666844732	fac1	1
v000982	-0.423280537	-0.328434692	0.0824345365	fac2	1
v000985	-0.359558735	-0.176369396	-0.242531866		
v000989	-0.364285123	-0.202654512	-0.032924934		
v000990	-0.059074059	-0.507390478	0.239298317		
v000993	-0.221496383	-0.096761835	0.3337449617		
v000997	-0.187731674	-0.396436193	0.0674139004		
v000999	-0.391066314	-0.252117053	0.0523744181		
v000001	-0.231868304	0.0786952124	0.1306100894		
v000002	0.1405107733	0.1474262365	0.0687558248		
v000003	0.2822398223	-0.031658014	-0.258771742		
v000004	0.284821998	0.2782526293	0.0336851968		
v000005	0.672932515	-0.047468282	-0.124848679	fac1	
v000006	-0.024414953	0.2787513506	0.0068043628		
v000007	0.0459090216	0.2174758685	0.0380224401		
v000008	0.025394031	0.2376982467	-0.209704216		
v000009	-0.031701477	0.2297048886	0.182867798		
v000010	0.0503386951	0.3821944134	-0.468471518	fac3	
v000011	0.4611514475	0.171566626	0.052874085	fac1	
v000012	0.1985107424	0.2156987543	-0.208986938		
v000013	0.5578363985	0.0088775357	-0.061220528	fac1	
v000014	0.2908811898	0.1465204409	0.0176234918		
v000015	0.0821409313	0.6723634538	0.2027047371	fac2	
v000016	0.2739648795	0.4030686488	-0.235594884	fac2	
v000017	0.0499516195	0.6670625806	-0.119284249	fac2	
v000018	0.1916631487	0.451754699	0.150446459	fac2	
v000019	0.5209242897	0.4104899075	0.1153590042	fac1	
v000020	0.4801488843	0.4474464753	0.4939527912	fac3	
v000021	-0.131079955	0.6477639088	-0.004400058	fac2	
v000022	0.1354697669	0.6177902161	-0.324872086	fac2	
v000023	0.611608914	0.4640324945	0.2938336385	fac1	
v000024	0.1432533086	0.6148031643	-0.542152799	fac2	
v000025	0.4849137662	0.4874034657	0.4319353398	fac2	
v000026	-0.227426896	0.3061096053	-0.871112063	fac3	
v000027	0.2687928754	0.3097359619	-0.434259723	fac3	
v000028	0.2897908136	0.465098309	-0.404509138	fac2	
v000029	0.6688793113	-0.033179405	-0.277393516	fac1	
v000030	-0.072970015	0.5892813645	-0.062427192	fac2	
v000033	0.3346316145	0.3008043761	0.0527257289	fac1	
v000034	0.1709375743	0.5903901354	-0.066585624	fac2	
v000035	0.3430769438	0.4385469505	0.177190706	fac2	
v000037	0.4477078405	0.3647692504	0.4475115903	fac1	
v000038	-0.007690982	0.3313905933	-0.747739511	fac3	
v000039	0.8095315733	0.0916133134	-0.366656978	fac1	
v000040	-0.026458194	0.4967037972	0.0970820919	fac2	
v000042	-0.005138106	0.4248861183	0.1256953211	fac2	
v000043	-0.232509228	0.6962674741	0.0368103188	fac2	
v000046	0.3229264049	0.4732919601	-0.037726271	fac2	
v000047	0.1334663032	0.4331722696	0.0483335815	fac2	
v000048	-0.219073851	0.3801277069	-0.229884708	fac2	
v000049	-0.286332316	0.5236842385	0.0349560109	fac2	
v000050	0.147840574	0.4580753929	-0.124663924	fac2	
v000051	0.1594402302	0.1444725476	-0.348626998	fac3	
v000052	0.7314410325	0.2466026404	0.5357688506	fac1	
v000054	0.6117427381	-0.087358125	0.1070316769	fac1	
v000055	0.2501455036	0.2917305596	-0.319909606	fac3	
v000056	0.0699356603	0.3123031122	0.0658991077	fac2	
v000059	0.456980441	0.3254987967	0.2239278754	fac1	
v000060	0.5222294911	0.3031954886	0.6155599999	fac3	
v000062	0.096672754	0.388040549	-0.443109456	fac3	
v000063	0.3290990322	0.0529510366	-0.049467148	fac1	
v000064	0.3932769099	0.144769625	0.2780061973	fac1	
v000065	0.3308350312	0.2928304532	0.4131801066	fac3	
v000066	0.1288773028	0.2748268928	0.1011097515		
v000067	0.2548659784	0.3576190512	-0.286761311	fac2	
v000068	-0.071224159	0.7317571998	0.3676598113	fac2	
v000070	-0.185746653	0.3092231788	-0.014376134	fac2	
v000071	-0.080110822	0.5311228514	-0.235255831	fac2	
v000072	-0.102617872	0.4548458838	-0.755514205	fac3	
v000073	0.0932644289	0.4359394922	-0.216868813	fac2	
v000075	0.0123688058	0.5440843631	-0.180554849	fac2	
v000077	0.2757910908	0.1277033151	-0.188597649		
v000079	-0.061513639	0.6721670659	-0.375793234	fac2	
v000081	0.4287685553	0.1397344497	0.3900533198	fac1	
v000083	0.8919817464	-0.174276418	0.0546894349	fac1	
v000085	0.0154287151	0.2735454107	-0.756466981	fac3	
v000088	0.4429057533	0.1849539481	-0.312503102	fac1	
v000091	0.2282597093	0.1087489218	-0.305604405	fac3	
v000093	-0.061766224	0.5324297081	-0.02514244	fac2	
v000094	-0.050710368	0.553201119	0.1821900954	fac2	
v000098	-0.009788713	0.6209896313	-0.369922992	fac2	
v000100	0.5031017192	0.0648649761	-0.432862393	fac1	
v000101	0.562160786	-0.000564596	0.1092653947	fac1	
v000103	-0.326693419	0.3403374642	-0.322326833	fac2	
v000104	-0.427913957	0.4713498671	0.0927227276	fac2	
v000105	0.9307895279	-0.452724263	-0.038617883	fac1	
v000107	-0.030852543	0.7304416388	0.025509733	fac2	
v000109	1.0167947171	-0.433730689	-0.052749255	fac1	
v000110	-0.065639408	0.5216163593	-0.446671228	fac2	
v000111	0.5208036553	-0.284042552	0.2043173735	fac1	
v000112	0.0778397033	0.536675467	-0.025600593	fac2	
v000113	0.571351068	0.1185763141	-0.169691131	fac1	
v000114	0.9332604181	0.052410887	-0.100558254	fac1	
v000117	-0.100118115	0.4763621525	0.2352580511	fac2	
v000118	-0.187404308	0.634325891	0.6830338203	fac3	
v000122	0.042378026	0.3255100003	-0.074189743	fac2	
v000123	0.2823190596	0.3038455809	0.1563030464	fac2	
v000124	0.7395390021	-0.002829511	-0.182243528	fac1	
v000125	0.8138479183	0.0343335751	-0.128892381	fac1	
v000127	0.1608873185	0.5511597814	-0.283275285	fac2	
v000128	-0.004704288	0.5015744935	-0.519368717	fac3	
v000131	1.0161502318	-0.306008076	-0.152691034	fac1	
v000133	0.1626858564	0.2949498548	-0.35652716	fac3	
v000134	-0.017451038	0.4046568308	-0.070507027	fac2	
v000136	0.8813092505	-0.272272866	-0.162409568	fac1	
v000138	0.0151769911	0.3680273474	0.1236887644	fac2	
v000139	0.2769401165	0.1679444961	-0.41510973	fac3	
v000141	-0.117294717	0.6820520475	0.0260228782	fac2	
v000142	0.1980236886	0.5080935673	0.3504260423	fac2	
v000143	0.0487681026	0.247972837	-0.146127659		
v000144	0.2290889983	0.3907848649	0.0575418935	fac2	
v000147	0.0301813492	0.3242633512	0.1798728307	fac2	
v000148	0.1886170581	0.5227911452	-0.597995327	fac3	
v000152	0.1023462884	0.3692262591	-0.403195077	fac3	
v000153	0.1440161874	0.2198508316	-0.295496933		
v000156	0.7896429758	0.0102412057	0.1389885647	fac1	
v000157	0.3894157023	0.2655322585	-0.302235065	fac1	
v000158	-0.299961188	0.2447576332	-0.192631932		
v000160	-0.055613767	0.3499664069	-0.581024181	fac3	
v000161	0.2415001625	0.2372683714	-0.224523168		
v000162	0.1374104826	0.4261153512	-0.083544683	fac2	
v000163	0.0051116578	0.3224273967	-0.328479047	fac3	
v000166	-0.164433545	0.3314821221	-0.514551289	fac3	
v000172	0.977943716	-0.039133081	-0.028769232	fac1	
v000175	-0.161912757	0.6559207257	0.7041724938	fac3	
v000177	0.0961016383	0.6181268451	-0.09636808	fac2	
v000183	0.2252595706	0.0092243469	-0.325721882	fac3	
v000185	-0.196709342	0.5116956157	-0.465467991	fac2	
v000186	0.9533931153	-0.461565533	-0.148813552	fac1	
v000191	-0.123479999	0.3398460486	0.3093277886	fac2	
v000193	-0.04602551	0.1511054289	-0.50604673	fac3	
v000195	0.2621620457	0.2015232026	0.1387468839		
v000196	0.0163082374	0.4084968615	-0.126014306	fac2	
v000199	0.0042010848	0.4125387314	-0.025899149	fac2	
v000200	0.3435775765	-0.283195897	0.17532715	fac1	
v000201	0.1067329288	0.4666735731	0.0185738813	fac2	
v000202	0.5719567691	-0.284886054	-0.168238366	fac1	
v000208	0.1718589436	0.3701011998	0.6727749737	fac3	
v000209	-0.214144826	0.5402429112	-0.171735418	fac2	
v000210	0.5788312301	0.0167825309	0.3424502584	fac1	
v000212	-0.269067815	0.1432953418	0.2012976026		
v000213	0.062583801	0.2350366578	0.6156717699	fac3	
v000214	0.2064527338	0.1682154879	-0.262154416		
v000217	-0.007470842	0.2758918332	0.1463083306		
v000219	0.320846532	0.086909575	-0.30128059	fac1	
v000220	0.1920009907	0.228210798	0.7775311856	fac3	
v000221	0.0134958486	0.5887537005	0.8239229656	fac3	
v000228	0.0900413571	-0.231071948	-0.059312753		
v000229	0.2753340983	-0.156643516	0.5451702614	fac3	
v000230	-0.379349163	0.3059773177	-0.414866986	fac3	
v000232	0.0274376799	0.1241037453	0.403249269	fac3	
v000234	0.2315520132	-0.333556908	-0.42050336	fac3	
v000236	-0.270238637	0.1389077118	0.0218595062		
v000239	0.0263387246	0.1845408796	-0.170582282		
v000244	-0.263530044	-0.34651267	0.0813912206	fac2	
v000245	-0.352083217	0.0658401429	0.0135223519	fac1	
v000249	-0.096348312	0.289728734	0.4299605696	fac3	
v000253	-0.16284168	0.0806706133	-0.474598135	fac3	
v000257	-0.095144419	-0.013405355	-0.481861564	fac3	
v000260	0.5849885229	-0.089173651	0.194950246	fac1	
v000267	0.099002546	0.1053242575	-0.303422567	fac3	
v000271	-0.019225857	-0.478365614	-0.079600943	fac2	
v000275	-0.183319792	0.1948700296	-0.087163844		
v000276	-0.099798354	0.4751911911	-0.032224114	fac2	
v000277	-0.062594249	0.4445147286	0.1916040567	fac2	
v000279	-0.183420587	0.3487748271	-0.184830248	fac2	
v000282	-0.444203216	-0.16838637	0.1049153206	fac1	
v000285	0.0758104003	-0.088261798	-0.281317534		
v000290	0.0345282928	0.0808172325	-0.308676396	fac3	
v000293	0.3367302581	-0.548957095	-0.070685483	fac2	
v000295	0.0052183762	0.2808291503	0.4033423637	fac3	
v000296	0.4042639416	-0.092625361	-0.436400001	fac3	
v000306	-0.318988817	0.3148438064	0.1404085106	fac1	
v000308	0.4055745054	-0.345684666	-0.08633033	fac1	
v000318	0.2247149479	-0.190689198	-0.037956203		
v000321	-0.326183117	-0.030629589	0.4105662691	fac3	
v000323	-0.153946016	0.1501818531	0.2027957449		
v000325	-0.002950097	0.2632768169	0.4067261914	fac3	
v000328	-0.276310445	0.129392852	0.089235299		
v000329	-0.205505069	0.2389749447	0.0899795402		
v000331	-0.139551395	0.2007696413	0.380107304	fac3	
v000334	0.4004196981	0.1152731663	-0.165403655	fac1	
v000337	0.4544329586	0.0917735134	0.3137272364	fac1	
v000341	0.1587209732	0.0102798062	0.279500174		
v000346	-0.081963145	-0.033465674	-0.24020846		
v000354	0.5957502722	-0.09253205	-0.174492701	fac1	
v000358	0.3315033028	0.0209729991	0.1456883041	fac1	
v000361	-0.320151946	0.1088054843	-0.198825751	fac1	
