file	fac1	fac2	fac3
t000884	1	4	1
t000885	1	-1	0
t000886	1	4	1
t000887	1	-1	0
t000888	1	4	1
t000889	1	-1	0
t000890	1	-1	0
t000891	0	0	-1
t000892	1	4	1
t000893	1	4	1
t000894	1	4	1
t000896	1	4	1
t000898	0	2	1
t000899	1	4	1
t000902	1	4	1
t000905	1	4	1
t000906	1	4	1
t000907	1	-1	0
t000908	1	-1	0
t000909	1	4	1
t000911	1	4	1
t000912	1	-1	0
t000913	-1	0	-1
t000914	1	4	1
t000916	0	0	0
t000918	0	0	-3
t000919	0	0	-1
t000922	1	-1	0
t000924	0	0	0
t000925	0	2	-1
t000926	-1	2	-4
t000927	1	-1	0
t000928	1	-1	0
t000929	1	-1	0
t000930	1	-1	0
t000932	1	-1	0
t000934	1	2	-1
t000936	2	0	-1
t000939	0	3	-3
t000943	0	4	-2
t000944	0	0	-1
t000946	0	1	-2
t000948	0	2	0
t000949	1	0	0
t000950	0	1	-2
t000951	1	0	0
t000952	1	1	0
t000953	2	1	0
t000954	2	1	0
t000955	0	0	0
t000959	0	1	-2
t000961	1	2	-2
t000962	0	1	0
t000963	-1	1	0
t000965	0	0	-2
t000969	0	2	0
t000970	0	1	-1
t000971	1	0	0
t000972	1	0	0
t000973	0	1	0
t000974	0	1	0
t000976	0	0	-1
t000980	0	3	0
t000981	0	4	0
t000982	1	3	-1
t000985	-1	1	-2
t000987	0	1	-1
t000991	1	2	0
t000993	0	1	-1
t000994	1	-1	-2
t000996	0	1	-3
t001001	0	0	-1
t001002	0	1	-2
t001006	-1	0	0
t001009	0	2	-1
t001010	0	0	0
t001011	-1	2	-2
t001012	-1	3	-2
t001013	0	2	-1
t001017	0	1	-1
t001018	0	0	-2
t001023	0	0	-2
t001025	1	0	0
t001028	0	1	-1
t001029	1	0	0
t001030	0	2	-1
t001031	1	0	0
t001036	1	1	-1
t001037	0	2	-2
t001038	0	2	-2
t001042	0	0	0
t001044	-1	5	-1
t001045	0	1	-2
t001050	0	3	0
t001051	0	0	-1
t001055	2	0	-2
t001066	0	4	-3
t001067	-1	1	0
t001073	2	4	3
t001075	0	5	-3
t001079	-1	1	-2
t001081	1	0	0
t001083	1	2	-2
t001084	2	0	0
t001086	0	0	-1
t001087	0	0	-3
t001090	0	1	-1
t001091	0	2	-1
t001093	-1	0	-2
t001094	3	0	0
t001096	0	0	-2
t001098	0	0	-2
t001099	-1	0	-2
t001100	0	1	-1
t001101	0	1	-1
t001103	0	2	0
t001107	0	0	-1
t001108	0	0	0
t001109	0	2	-1
t001110	0	2	0
t001111	0	2	0
t001113	0	4	-1
t001114	0	0	-1
t001117	0	2	-1
t001119	0	1	-1
t001121	0	3	1
t001123	0	1	0
t001124	0	2	0
t001125	0	0	0
t001127	1	0	0
t001129	0	1	-2
t001131	1	0	-3
t001132	1	0	0
t001134	0	1	0
t001136	0	1	-2
t001137	1	0	0
t001139	-5	1	-1
t001140	0	2	0
t001144	0	0	0
t001145	1	2	-2
t001146	1	5	-3
t001148	0	0	-1
t001150	1	3	2
t001151	0	2	-1
t001152	0	1	-1
t001153	-1	1	0
t001155	0	2	-2
t001156	0	0	0
t001158	1	2	-1
t001159	-1	1	-4
t001161	2	2	-4
t001163	0	1	-1
t001164	-1	2	2
t001165	3	3	-5
t001166	0	1	-2
t001167	0	1	-2
t001169	0	1	-1
t001170	0	1	-1
t001171	1	-1	0
t001173	1	0	0
t001174	0	1	0
t001175	0	1	0
t001179	0	0	-1
t001180	0	1	0
t001181	0	3	-1
t001182	1	0	0
t001183	0	6	-2
t001187	0	0	0
t001188	0	0	-2
t001189	0	2	-1
t001190	2	3	-2
t001193	1	0	0
t001198	0	5	-1
t001199	1	0	0
t001201	1	1	0
t001202	1	1	0
t001206	1	2	-5
t001208	0	3	-1
t001212	1	0	0
t001214	0	0	-1
t001218	0	0	0
t001222	0	0	0
t001223	1	0	0
t001226	0	0	0
t001227	1	1	1
t001228	0	1	-1
t001229	0	0	2
t001236	0	0	-1
t001237	0	0	-1
t001239	0	1	-1
t001241	0	0	-1
t001242	0	0	-1
t001243	0	2	-1
t001245	0	1	-1
t001246	0	0	-4
t001247	0	1	-2
t001249	1	2	-2
t001251	-1	1	0
t001256	0	0	-2
t001258	0	2	0
t001262	1	2	0
t001272	0	0	-1
t001275	0	1	0
t001276	0	1	-1
t001277	0	4	-1
t001279	0	2	0
t001280	0	0	0
t001285	1	-1	0
t001286	1	-1	0
t001288	3	1	-1
t001295	0	1	-1
t001296	0	1	0
t001299	1	3	0
t001300	1	0	0
t001301	0	3	-1
t001302	2	1	0
t001305	0	1	-2
t001307	0	0	-1
t001309	0	0	-1
t001310	1	2	0
t001313	3	2	-1
t001316	0	0	-1
t001318	0	2	0
t001319	0	1	0
t001320	0	1	0
t001321	2	4	-3
t001322	0	1	-1
t001325	0	1	0
t001326	0	1	-1
t001332	0	0	-1
t001334	4	2	-3
t001335	0	3	-1
t001336	0	2	-3
t001340	3	0	-1
t001344	0	1	-1
t001346	1	3	-4
t001348	1	2	-4
t001351	0	0	-1
t001354	0	1	-2
t001356	-1	1	-1
t001359	0	0	-2
t001368	0	0	0
t001370	3	-1	-1
t001372	0	0	-1
t001374	0	2	-3
t001377	3	0	0
t001380	0	2	-1
t001382	0	2	0
t001388	2	0	0
t001389	0	0	0
t001392	-1	3	-1
t001395	0	1	-2
t001397	2	0	-2
t001398	2	1	0
t001399	0	1	0
t001400	0	1	0
t001401	1	1	0
t001402	0	2	-1
t001404	1	2	0
t001405	2	1	0
t001406	2	2	0
t001407	2	0	0
t001408	0	0	-1
t001411	1	1	-3
t001412	2	0	-1
t001413	2	-1	0
t001419	0	2	-2
t001421	0	1	-2
t001427	0	1	-2
t001428	-1	0	-2
t001429	1	0	-1
t001430	0	0	-1
t001431	0	1	-2
t001432	0	2	-2
t001435	2	0	-1
t001436	-1	2	0
t001437	-1	1	-1
t001439	0	0	0
t001440	1	-1	0
t001442	1	2	-1
t001444	0	4	-2
t001445	0	1	0
t001447	0	1	0
t001448	0	3	-2
t001450	0	0	0
t001451	2	1	0
t001452	1	0	-1
t001456	0	7	-1
t001460	1	1	-1
t001462	1	2	-1
t001463	0	0	0
t001465	0	4	0
t001468	0	4	0
t001470	0	1	0
t001472	0	0	0
t001481	0	2	0
t001487	0	1	0
t001489	1	0	0
t001491	0	3	0
t001492	0	0	0
t001493	1	0	0
t001495	0	1	-1
t001496	1	1	0
t001502	2	0	1
t001503	3	4	3
t001508	1	0	0
t001509	0	4	0
t001513	1	3	-1
t001515	0	0	0
t001523	0	1	0
t001524	0	2	-4
t001525	1	0	0
t001526	0	-1	0
t001529	0	0	0
t001530	1	0	0
t001534	0	1	0
t001547	0	3	0
t001548	0	3	0
t001549	0	0	0
t001551	2	0	0
t001552	0	0	-1
t001553	0	0	-1
t001554	1	3	-2
t001555	0	2	-1
t001556	0	0	-2
t001560	2	0	-1
t001561	1	2	-1
t001566	0	2	0
t001571	0	0	-2
t001574	1	1	-1
t001579	0	1	-2
t001580	1	4	-2
t001584	2	1	-1
t001587	0	0	-1
t001591	1	2	-1
t001592	1	2	-2
t001593	0	2	0
t001595	1	3	-2
t001596	0	3	-1
t001597	0	0	0
t001600	0	-1	0
t001602	0	2	0
t001605	0	0	0
t001609	1	1	0
t001617	0	2	-1
t001619	0	0	0
t001620	0	0	0
t001630	1	0	0
t001632	0	3	1
t001640	-1	0	1
t001642	0	1	-1
t001644	0	1	0
t001645	0	2	-1
t001651	0	1	0
t001658	0	2	0
t001661	1	2	-1
t001664	0	4	0
t001666	1	1	0
t001683	1	2	-1
t001700	2	0	0
t001701	0	0	0
t001702	0	0	0
t001713	1	0	-1
t001719	-1	4	0
t001720	0	1	0
t001723	1	2	-1
t001726	-1	4	1
t001732	0	1	0
t001733	0	2	1
t001734	0	1	-1
t001736	0	0	-1
t001737	0	2	0
t001741	4	0	-1
t001745	0	0	-1
t001747	2	5	0
t001760	0	2	0
t001762	0	1	0
t001767	0	0	0
t001768	0	1	-1
t001770	0	3	1
t001773	2	4	1
t001774	0	3	-4
t001775	0	2	-1
t001778	0	-1	0
t001785	0	1	0
t001789	2	1	-1
t001790	3	1	-1
t001794	0	1	-2
t001796	1	6	-2
t001798	0	3	-2
t001799	0	2	0
t001800	0	1	-1
t001801	0	5	-2
t001805	0	1	0
t001806	0	1	0
t001814	1	0	0
t001817	0	2	-4
t001823	0	1	0
t001833	0	2	0
t001850	0	5	0
t001852	0	3	0
t001853	1	3	0
t001856	0	3	-3
t001869	0	2	0
t001870	1	0	0
t001871	-3	4	-1
t001872	0	0	0
t001873	0	0	0
t001874	0	0	-1
t001883	0	2	1
t001885	0	2	-3
t001887	0	2	-2
t001888	0	2	-1
t001895	0	1	0
t001897	0	2	0
t001898	1	5	0
t001899	3	3	-1
t001900	4	0	1
t001901	1	2	0
t001913	0	3	0
t001915	0	1	-1
t001916	0	4	0
t001917	0	0	0
t001936	0	1	0
t001937	0	4	0
t001940	0	0	0
t001941	1	2	-3
t001942	0	2	-1
t001945	1	0	0
t001954	0	0	-3
t001970	1	1	-1
t001983	3	0	-1
t001989	0	1	-2
t002007	0	0	0
t002009	0	0	0
t002013	0	1	0
t002014	0	3	0
t002015	0	0	-1
t002017	1	3	0
t002033	-2	7	0
t002035	-1	1	0
t002037	0	0	-1
t002041	3	0	0
t002045	0	0	0
t002064	0	0	0
t002065	0	3	-1
t002073	0	0	0
t002074	-1	0	0
t002092	0	1	0
t002093	3	0	-1
t002100	0	0	-1
t002101	0	-1	-2
t002106	0	0	-2
t002112	1	1	0
t002120	0	3	-2
t002140	2	3	-2
t002144	0	0	0
t002156	0	0	0
t002160	0	4	1
t002162	-1	1	-1
t002167	0	1	-2
t002168	0	0	-1
t002180	0	0	0
t002189	0	3	0
t002190	0	0	0
t002199	2	0	1
t002212	1	2	0
t002217	0	1	0
t002229	0	0	1
t002230	0	0	1
t002231	1	1	0
t002234	0	0	0
t002242	0	0	0
t002248	0	1	0
t002250	0	1	-1
t002251	0	0	-1
t002255	3	0	0
t002266	0	1	-1
t002270	2	0	0
t002271	1	0	-1
t002275	0	1	-2
t002281	1	0	0
t002310	0	1	0
t002321	0	1	0
t002324	1	4	-2
t002328	0	0	0
t002329	0	0	0
t002331	2	0	0
t002337	0	0	-1
t002343	0	3	-2
t002351	0	1	-3
t002353	0	0	0
t002365	0	1	0
t002367	0	0	0
t002372	0	0	-1
t002374	0	1	0
t002379	2	2	0
t002393	1	0	-1
t002402	2	0	-2
t002405	2	0	0
t002406	3	0	1
t002407	0	0	-1
t002409	-2	4	-1
t002410	-2	4	-1
t002412	0	2	0
t002413	6	0	0
t002419	3	0	-1
t002421	0	0	0
t002422	0	0	0
t002423	1	0	0
t002424	0	0	-1
t002425	0	1	0
t002426	0	1	-1
t002427	0	1	-1
t002429	0	1	0
t002430	1	2	0
t002433	0	0	0
t002437	0	1	0
t002442	-2	4	-1
t002444	5	1	-1
t002446	2	0	-1
t002447	1	4	0
t002450	0	3	0
t002453	0	0	0
t002454	0	1	-3
t002461	-2	4	-1
t002462	0	2	0
t002467	1	4	-1
t002472	0	0	0
t002473	0	1	0
t002479	2	0	0
t002483	2	0	-1
t002489	0	0	0
t002491	0	0	0
t002492	1	3	0
t002497	4	1	0
t002499	0	0	0
t002500	3	2	-2
t002507	1	3	0
t002514	0	1	2
t002517	3	0	0
t002523	2	-1	-1
t002527	1	0	0
t002536	0	0	-2
t002537	1	1	-1
t002539	1	1	0
t002544	0	0	0
t002545	0	0	0
t002547	2	2	-1
t002550	0	0	0
t002551	0	1	0
t002552	1	2	-4
t002555	1	2	-4
t002557	4	3	2
t002561	6	1	-2
t002562	0	1	0
t002564	0	1	-1
t002569	4	0	0
t002575	0	1	0
t002588	1	1	-1
t002589	0	0	0
t002597	0	4	0
t002599	1	0	0
t002601	0	2	-1
t002604	1	0	-1
t002606	4	2	-1
t002613	2	0	-2
t002618	1	0	-2
t002621	2	5	0
t002622	3	0	-2
t002628	1	1	-1
t002630	2	0	-1
t002631	0	5	0
t002634	1	0	0
t002635	0	1	-1
t002636	1	2	-3
t002637	-2	4	-1
t002640	0	1	-2
t002642	-2	4	-1
t002646	1	0	-1
t002647	-1	2	-1
t002650	0	1	-1
t002652	1	2	0
t002660	1	0	0
t002661	0	2	0
t002663	0	2	0
t002665	-2	4	-1
t002671	0	1	0
t002672	0	1	0
t010015	0	1	0
t010016	0	0	-1
t010017	0	1	0
t010018	0	0	0
t010021	1	0	0
t010022	0	5	-1
t010024	1	0	0
t010031	0	4	-1
t010032	0	1	-1
t010036	1	4	0
t010037	-2	1	0
t010043	1	0	-3
t010045	0	3	0
t010046	0	3	-2
t010050	0	0	0
t010051	0	2	-1
t010052	0	0	0
t010053	0	1	-1
t010054	2	1	1
t010058	0	1	0
t010059	0	2	0
t010060	0	5	-1
t010061	0	0	0
t010062	0	1	-1
t010066	3	2	-1
t010069	0	3	-1
t010070	0	3	-1
t010071	-1	1	-2
t010072	1	1	-2
t010074	-1	1	-2
t010075	0	0	-1
t010076	1	3	0
t010078	0	2	0
t010079	0	1	-1
t010080	0	1	-1
t010083	0	3	-1
t010092	2	2	0
t010094	0	1	0
t010095	0	0	-1
t010097	-1	0	0
t010098	2	0	-1
t010099	3	0	-1
t010100	1	0	0
t010102	0	2	-1
t010103	0	0	-1
t010105	0	0	-1
t010109	0	0	0
t010110	0	0	0
t010111	0	1	-2
t010112	0	0	-1
t010114	0	0	-1
t010115	1	3	-3
t010118	0	0	0
t010127	0	1	0
t010129	1	2	-2
t010130	1	1	-2
t010132	0	1	-2
t010133	0	1	0
t010134	1	2	0
t010135	1	4	-2
t010138	0	3	-2
t010142	0	2	-4
t010143	0	2	0
t010145	0	0	-1
t010152	0	1	0
t010153	1	1	0
t010154	0	0	0
t010156	0	1	0
t010157	0	0	-2
t010161	0	2	-1
t010162	0	0	-2
t010163	0	0	-1
t010165	0	0	-2
t010166	0	2	-2
t010167	0	0	-1
t010168	0	1	0
t010170	0	2	0
t010171	1	0	0
t010174	0	1	-3
t010175	0	0	-2
t010177	1	0	0
t010180	-1	3	-2
t010182	0	1	0
t010183	0	0	0
t010184	1	5	-2
t010185	0	2	-2
t010186	-2	6	0
t010187	0	4	-1
t010188	0	0	0
t010189	0	3	2
t010191	0	1	-2
t010193	0	2	0
t010194	-1	3	0
t010196	1	5	-1
t010197	1	2	-2
t010199	1	1	-1
t010200	-1	1	0
t010201	2	1	0
t010202	0	4	0
t010204	0	2	-1
t010205	2	3	-2
t010206	1	4	0
t010208	1	0	-1
t010210	0	3	-1
t010211	0	2	-1
t010214	0	0	-1
t010215	1	1	1
t010216	0	4	-1
t010217	0	0	0
t010218	2	0	-3
t010219	0	1	0
t010223	0	0	-1
t010224	0	2	-2
t010227	1	0	0
t010228	0	0	-3
t010229	3	1	0
t010234	-1	3	-1
t010235	-2	1	0
t010236	0	2	-1
t010237	0	1	-2
t010240	1	4	-3
t010241	0	1	0
t010242	0	0	0
t010243	0	5	-1
t010244	1	2	0
t010245	0	2	0
t010246	1	1	0
t010247	4	2	-2
t010248	-1	1	-1
t010249	-1	3	0
t010250	0	5	0
t010252	1	1	0
t010253	0	1	-2
t010254	1	2	1
t010255	0	4	0
t010259	0	1	-5
t010260	1	0	-6
t010261	0	2	0
t010265	0	0	0
t010266	0	2	-2
t010267	0	0	0
t010268	0	0	0
t010269	1	3	0
t010270	0	1	0
t010274	0	1	0
t010275	0	0	-1
t010276	0	2	0
t010278	0	2	-4
t010281	0	2	0
t010282	1	2	-1
t010283	0	1	-1
t010284	1	3	-2
t010285	0	0	-1
t010286	1	2	-1
t010288	0	2	0
t010290	0	1	-1
t010291	0	2	-4
t010292	0	0	-2
t010293	0	1	0
t010294	0	2	-2
t010295	0	3	-1
t010296	0	3	2
t010297	1	2	-2
t010298	-1	3	1
t010299	1	1	-6
t010303	0	2	-1
t010305	0	0	0
t010306	0	0	-1
t010308	0	4	-2
t010310	0	3	0
t010311	0	0	-1
t010312	1	2	-1
t010313	0	3	-2
t010314	0	0	0
t010316	0	2	0
t010317	0	1	-1
t010318	0	0	-1
t010320	2	6	1
t010322	1	2	2
t010323	0	0	-2
t010326	2	0	0
t010327	2	1	-2
t010330	0	1	-3
t010331	0	2	0
t010333	0	0	-1
t010335	1	1	0
t010337	0	3	-1
t010338	0	2	0
t010339	0	4	-1
t010340	2	0	0
t010344	-1	1	-1
t010345	1	0	-1
t010346	0	2	2
t010348	1	2	-1
t010349	1	3	-1
t010350	0	0	-2
t010351	0	2	0
t010352	0	1	-1
t010353	0	0	-2
t010354	0	2	-1
t010356	0	2	0
t010357	0	1	0
t010359	1	0	-1
t010360	0	1	-2
t010362	2	3	-2
t010363	1	1	0
t010364	0	1	-2
t010365	0	2	-2
t010366	2	0	-1
t010367	0	2	-1
t010370	1	0	0
t010372	0	3	-4
t010373	0	2	-2
t010374	0	3	-4
t010376	0	4	-2
t010377	0	3	-1
t010378	0	1	-2
t010379	1	3	-2
t010380	1	1	0
t010382	1	3	-1
t010383	0	1	-1
t010384	0	1	-1
t010385	0	1	-2
t010386	0	1	-3
t010387	1	1	-1
t010388	0	1	-1
t010389	-1	3	0
t010390	0	1	-2
t010391	1	1	0
t010392	0	1	0
t010393	1	2	-1
t010398	0	1	-3
t010399	0	1	-2
t010401	0	1	-2
t010403	0	2	0
t010405	0	2	0
t010406	0	2	-1
t010408	0	0	0
t010409	0	0	0
t010410	0	2	-1
t010411	0	0	-2
t010413	0	0	-1
t010414	2	1	-2
t010415	0	2	-3
t010417	1	1	2
t010418	0	1	-1
t010419	0	3	0
t010420	1	3	-1
t010421	0	2	0
t010422	0	2	-3
t010423	-1	2	0
t010424	0	0	-2
t010425	0	2	-1
t010426	0	1	0
t010430	0	0	0
t010433	0	1	-6
t010434	0	1	0
t010435	0	2	0
t010436	2	3	0
t010438	-1	2	0
t010439	0	0	-3
t010441	0	5	-1
t010442	0	3	-1
t010449	0	2	-1
t010450	0	1	0
t010452	0	0	-1
t010453	0	2	-1
t010455	1	2	-1
t010456	0	0	-4
t010457	0	0	-6
t010458	1	1	-1
t010459	-1	0	-2
t010466	0	2	0
t010468	0	2	0
t010469	1	3	-1
t010470	0	3	0
t010472	-1	2	-1
t010475	0	0	-1
t010477	0	0	-1
t010478	0	0	-8
t010480	1	1	-2
t010481	0	2	-4
t010484	0	1	-2
t010485	2	1	-4
t010486	1	0	-1
t010487	0	1	0
t010488	1	0	0
t010489	1	1	-1
t010490	0	1	-3
t010492	0	1	-1
t010493	0	1	-1
t010494	0	2	0
t010495	0	0	0
t010496	0	1	0
t010497	4	5	0
t010499	0	2	0
t010501	0	3	-3
t010502	0	2	0
t010503	2	3	-3
t010504	1	2	-6
t010505	2	3	-3
t010506	1	0	-4
t010507	1	2	0
t010511	0	1	-1
t010513	1	3	2
t010516	2	2	-1
t010520	0	1	0
t010521	0	0	-1
t010522	0	1	-4
t010523	0	1	-3
t010525	2	2	-3
t010526	-2	0	-3
t010527	0	1	-4
t010528	0	0	-1
t010529	1	1	-1
t010531	0	2	0
t010533	0	0	-2
t010534	0	1	-1
t010535	1	2	0
t010540	1	0	-1
t010542	0	3	-2
t010544	1	2	-4
t010548	0	1	0
t010550	0	3	0
t010551	0	2	0
t010552	0	1	-3
t010556	1	3	1
t010557	1	1	-8
t010561	2	0	1
t010562	3	1	-1
t010564	0	1	-3
t010567	-1	2	-4
t010569	1	5	-2
t010572	-1	2	-1
t010575	1	1	-2
t010576	0	1	-6
t010577	0	2	-1
t010578	0	1	-1
t010579	3	0	-1
t010580	0	2	-4
t010581	0	0	-4
t010583	-1	1	-1
t010584	-1	1	0
t010585	1	0	-2
t010589	0	1	-2
t010590	0	3	-1
t010591	-1	1	0
t010592	0	2	-3
t010593	1	3	-1
t010594	-1	1	-1
