_NAME_	Factor1	Factor2	Factor3	load	secondary
v000280	0.0060666252	-0.135751713	-0.088081108		
v000284	0.5507973453	-0.197644087	-0.094343218		
v000285	-0.184942767	0.5463153711	-0.051727676		
v000292	-0.286798914	-0.174942616	0.2457745723		
v000295	0.0190176811	-0.195542598	0.0379890296		
v000297	-0.393977853	0.0618783534	0.0945037801		
v000300	0.517158513	-0.181510337	0.0830311213		
v000304	0.4002421279	-0.212305694	0.3579316509	fac3	1
v000310	-0.338235637	0.1510271916	0.2233282973		
v000313	-0.228630707	0.190106996	-0.300706406		
v000315	-0.174305563	0.1830057315	-0.091515765		
v000319	-0.265932055	0.0708588224	0.1008673975		
v000322	0.3664273348	0.0632406847	0.1845027343		
v000325	0.4077178673	0.3684302866	0.0182567706	fac2	1
v000326	-0.292300742	0.1275816978	-0.196588046		
v000327	-0.173805238	0.4676564596	-0.228335763		
v000334	-0.117118951	0.4251649796	-0.022374088		
v000337	-0.100558994	-0.284807644	0.0947558664		
v000342	0.3361204153	-0.049034636	-0.036703611		
v000343	-0.170383251	-0.209826702	-0.108010492		
v000350	0.0002162307	0.0238131242	0.1240914208		
v000354	-0.016949271	-0.351841241	0.4907166197	fac2	1
v000361	0.3263763653	0.2609672469	0.0389492302		
v000363	-0.24039299	0.0202943185	-0.263581531		
v000366	-0.30980898	0.3004681423	-0.166261118	fac2	1
v000372	-0.145802118	0.7330987124	-0.273914636		
v000373	0.0904318723	-0.425181147	-0.458860217	fac2	1
v000376	-0.117213694	-0.311371441	0.2182350191		
v000380	0.4201512466	-0.034890945	0.1061657286		
v000381	0.6094395337	-0.20233372	-0.03735102		
v000382	-0.057307328	-0.038112101	-0.165274191		
v000384	0.1227349582	-0.017725017	-0.043919769		
v000385	-0.172880939	0.6297312674	-0.264150837		
v000388	-0.273566521	-0.244780262	-0.141331451		
v000389	0.0590042405	0.1708160385	-0.023370506		
v000392	-0.337943623	-0.284647018	0.1942508388		
v000398	0.2725059677	-0.157244329	-0.092618184		
v000404	1.040963716	-0.110259009	-0.051511478		
v000407	-0.026019782	-0.217416684	0.078192956		
v000411	0.2561824763	-0.037245774	0.0011168825		
v000417	0.7994497346	0.130694956	0.0478711745		
v000423	0.6757329222	-0.030451656	0.1503759025		
v000428	-0.122039039	-0.187282052	-0.382932643		
v000430	0.5557427458	-0.048886436	-0.133549673		
v000434	-0.179909805	-0.296254003	0.137183663		
v000439	-0.157103796	0.0438672968	0.0819277747		
v000446	0.4555107141	-0.155726575	0.2921688816		
v000449	0.0245237212	0.3430484197	0.0093801933		
v000452	0.4103715908	-0.243651422	0.2043554305		
v000457	0.8817359454	-0.112427309	0.0134652761		
v000461	0.0412924644	0.0760902947	-0.15894828		
v000464	-0.237371603	0.7305018921	-0.201054417		
v000466	0.0538865786	-0.275563876	0.0818274626		
v000467	0.137205085	-0.405993909	-0.395490249	fac3	1
v000493	0.2712204635	-0.057698054	0.0209095858		
v000497	-0.016026727	-0.288335259	0.2476000161		
v000502	0.1622437066	0.0472436933	0.0584604622		
v000504	-0.095231549	0.5012889647	-0.107098324		
v000515	-0.010854259	-0.026143872	-0.003456686		
v000516	0.3797940486	0.1840898445	-0.08734934		
v000517	-0.338760361	-0.150322126	0.1640294189		
v000521	-0.03279681	-0.301432956	-0.486128226	fac2	1
v000522	-0.264811187	-0.483288156	0.349390016	fac3	1
v000525	0.0736724097	-0.331644199	0.2245261319		
v000527	-0.109625298	-0.10253421	0.067015971		
v000529	-0.089552105	0.0520424342	-0.367623666		
v000537	0.4154251295	-0.293686649	-0.102972597		
v000540	-0.332511713	0.3243515656	0.0132616715	fac2	1
v000545	-0.04827662	-0.275363537	-0.530961035		
v000546	-0.243974173	0.3710356133	-0.137101317		
v000565	-0.10420067	0.3278143157	-0.336948657	fac2	1
v000571	-0.147566259	-0.248653471	-0.341231872		
v000579	-0.071112916	0.072150145	-0.079890031		
v000581	-0.28495051	0.1248704156	-0.192279991		
v000582	-0.233845973	-0.206113107	0.010496015		
v000585	0.8008571345	0.0731910576	-0.145038323		
v000604	-0.382072385	-0.308316489	0.0579644557	fac2	1
v000623	0.2453935694	-0.048060996	-0.043283878		
v000624	-0.151862207	-0.07253441	-0.197126715		
v000627	-0.141639268	-0.17341766	-0.046302088		
v000634	-0.098593767	0.3122227065	-0.43266252	fac2	1
v000639	-0.272155006	0.012379851	-0.316469399		
v000641	0.099980812	-0.124473656	-0.334793322		
v000642	-0.094471769	-0.076789295	-0.506068726		
v000650	0.263048928	-0.350229418	-0.03891597		
v000658	0.1574367801	-0.491540347	-0.093792759		
v000663	0.3543084002	-0.408472659	-0.150412202	fac1	1
v000665	-0.040644371	0.2051199593	-0.344733381		
v000677	-0.018478813	-0.274140786	-0.068588443		
v000681	-0.021048028	-0.167354384	-0.194469789		
v000684	-0.07309129	-0.070152925	-0.237043616		
v000685	-0.132320452	-0.352605658	-0.130854758		
v000691	-0.051124534	0.5729339714	-0.387971495	fac3	1
v000697	0.4264268798	-0.197227683	-0.115126996		
v000699	-0.139684715	-0.124622213	-0.208928486		
v000700	-0.454403452	0.0931726359	0.0719202924		
v000721	-0.082081346	-0.521179538	-0.126321233		
v000724	-0.003055443	-0.235739471	-0.097288298		
v000726	-0.126329385	-0.204987679	0.0187333918		
v000728	0.2201975981	-0.325187689	-0.169365082		
v000732	0.2585672456	-0.220000418	-0.170455549		
v000734	0.097019495	-0.345171939	-0.059707859		
v000735	-0.185260628	0.4783706743	-0.324504651	fac3	1
v000737	0.0074708223	-0.306575507	-0.408093765	fac2	1
v000741	0.5452150746	-0.074692303	-0.10540807		
v000747	0.4681696667	-0.011348299	-0.161181837		
v000749	-0.473854258	-0.325885214	-0.040304485	fac2	1
v000753	-0.301946428	-0.140326589	-0.141311353		
v000758	0.0330324915	-0.18815197	-0.13520873		
v000765	-0.003751636	-0.156112616	-0.486526325		
v000775	-0.353467211	0.0473215259	-0.02990111		
v000778	-0.23072894	-0.076667082	-0.233790848		
v000779	-0.123694882	-0.393311466	-0.666130254	fac2	1
v000789	0.796766567	0.0009557326	-0.289548129		
v000794	-0.188720005	-0.054816749	-0.442629796		
v000808	-0.249831581	-0.323538596	-0.271381045		
v000820	-0.046350067	0.0499040361	-0.242051552		
v000826	-0.086619982	-0.359061431	-0.113464468		
v000834	-0.04500969	-0.106181471	-0.373008639		
v000838	0.1204426587	-0.224425362	-0.466862416		
v000843	-0.276121016	-0.422964359	-0.156537157		
v000845	-0.264875847	-0.126748345	-0.193525926		
v000847	0.0108994178	0.0156582278	-0.42488052		
v000848	-0.058140177	-0.058552429	-0.504280912		
v000852	-0.323210938	0.0659449185	-0.328627034	fac1	1
v000856	-0.305934956	0.0293489665	-0.48524007	fac1	1
v000861	0.7967204543	-0.016700539	-0.310046692	fac3	1
v000864	-0.067133297	-0.081225372	-0.310537592		
v000871	-0.210947916	-0.05423657	-0.466587826		
v000875	-0.354971611	-0.073734193	-0.117422989		
v000885	-0.012474807	-0.370351268	-0.373652933	fac2	1
v000886	0.2766105696	-0.038976752	-0.437975944		
v000891	-0.319321521	0.1049706637	-0.3303993	fac1	1
v000898	-0.071993011	-0.21590139	-0.269466274		
v000911	0.0723794799	-0.00123886	-0.224641464		
v000912	-0.234559305	-0.233727877	-0.360227764		
v000919	0.2121345171	-0.184415937	-0.2976833		
v000933	0.1461009277	-0.41746732	-0.263889291		
v000943	-0.217524332	-0.34985847	-0.121353287		
v000944	0.0622752756	-0.238373369	-0.513290385		
v000950	-0.179366647	-0.364242175	-0.34406061	fac3	1
v000964	-0.197750297	-0.435981549	-0.115075915		
v000968	-0.214256474	-0.309491518	-0.233782143		
v000970	-0.12950976	0.17330369	-0.367297265		
v000974	-0.237697089	-0.325297501	-0.227005764		
v000979	-0.240208709	-0.262541346	-0.390315463		
v000989	-0.144093538	-0.398372604	-0.304183623	fac3	1
v000001	-0.219800687	0.158441095	0.0140998366		
v000002	0.0915505355	0.1666425031	0.0646609956		
v000003	0.2702306268	-0.107208971	0.3144000695	fac3	
v000004	0.6178617472	0.1147683732	0.3160678711	fac1	
v000005	0.1107042665	0.3394877138	0.253242416	fac2	
v000006	-0.189145795	0.1953605444	0.1407034164		
v000007	-0.071812907	0.1072254579	0.1324613344		
v000008	-0.193504088	-0.042132013	0.3038716296	fac3	
v000009	-0.217767672	-0.136788566	0.5090501157	fac3	
v000010	0.2897251149	0.3240823251	0.1889968244	fac2	
v000011	-0.196690824	0.2463266441	0.0388133154		
v000012	0.0742421758	0.0005266895	0.3708280134	fac3	
v000013	0.5500568895	0.1239734524	0.2432060988	fac1	
v000014	0.1229737423	0.1294658219	0.3094153465	fac3	
v000015	-0.29906879	0.5912486606	0.2786692165	fac2	
v000016	-0.307296178	0.3503316287	0.3749887073	fac3	
v000017	-0.135122711	0.4076331201	0.321943993	fac2	
v000018	-0.003238538	0.1185489366	0.4902152992	fac3	
v000019	0.241609307	0.4493671318	0.3498103452	fac2	
v000020	0.2128544785	0.7947448842	0.0559848919	fac2	
v000021	-0.49447286	0.245724979	0.4187498775	fac1	
v000022	0.2412368941	0.6694917752	0.2590665406	fac2	
v000023	0.1249359832	0.8177305431	0.1703227956	fac2	
v000024	-0.28827709	0.1412753046	0.5875245754	fac3	
v000025	0.5776099231	-0.065781855	0.4237424033	fac1	
v000026	-0.365162712	-0.091639667	0.6630540849	fac3	
v000028	-0.109614833	-0.013106276	0.6874695561	fac3	
v000029	0.0584914887	-0.0548955	0.5509988305	fac3	
v000030	-0.4392254	0.2664112387	0.3249225849	fac1	
v000031	0.0875753506	0.271453251	0.2660716247		
v000034	0.1889305181	-0.060011685	0.4542698747	fac3	
v000035	-0.253483996	0.389904885	0.4694857576	fac3	
v000036	0.1340204179	0.7207995651	0.0961699928	fac2	
v000037	0.6780265346	0.0363803528	0.6357517699	fac1	
v000038	-0.313682362	0.2004600561	0.3236398863	fac3	
v000040	-0.277787668	0.4089614682	0.1942567815	fac2	
v000041	-0.427390377	-0.410018262	0.6090925142	fac3	
v000042	-0.196514551	0.2946285617	0.3886250959	fac3	
v000043	0.0000619688	0.1731629712	0.4772007126	fac3	
v000044	-0.621668637	0.2726908465	0.3151807033	fac1	
v000046	-0.238657281	-0.4057541	0.5540737532	fac3	
v000048	-0.091891025	0.2222399409	0.4291213051	fac3	
v000049	-0.507961848	0.1447860288	0.2435583344	fac1	
v000050	0.5349619706	0.7721427065	0.0763133452	fac2	
v000051	0.1228976986	-0.163942623	0.3024227957	fac3	
v000053	-0.39705047	-0.08352078	0.2305919676	fac1	
v000054	0.5764542058	0.3014803307	0.1341313236	fac1	
v000057	0.0441149942	-0.084051218	0.4267167224	fac3	
v000058	0.3129810067	0.7685718001	-0.005906327	fac2	
v000060	-0.07344353	0.1645440282	0.335072887	fac3	
v000061	0.2021560106	0.4693448821	0.2669833974	fac2	
v000062	0.2699725382	-0.044320565	0.3203344634	fac3	
v000063	-0.192349302	-0.14629302	0.5970916909	fac3	
v000064	0.0125685656	0.6257871311	0.1204437861	fac2	
v000065	0.2238403545	0.4723137735	0.1523816903	fac2	
v000066	-0.039506992	0.0648950623	0.4764689344	fac3	
v000067	-0.027874337	0.2836935283	0.1380051286		
v000068	-0.502306449	0.7458115801	0.1069360021	fac2	
v000069	-0.199612514	-0.433623598	0.642278089	fac3	
v000070	-0.33040432	0.033259206	0.1778331632	fac1	
v000071	-0.379079363	0.0519544913	0.440875674	fac3	
v000072	-0.422103417	-0.467446236	0.6905524725	fac3	
v000078	0.3330907441	0.4893121004	0.0130908197	fac2	
v000079	0.8464384556	0.2024665035	0.288339319	fac1	
v000080	-0.194792474	0.2735576509	0.4006461651	fac3	
v000081	-0.161275736	-0.26626233	0.3740426698	fac3	
v000083	0.3290214709	-0.032273398	0.4513150928	fac3	
v000084	0.0447968924	0.6335229268	0.0284502177	fac2	
v000087	0.1361646722	-0.190683094	0.3894957887	fac3	
v000090	-0.323704199	0.4016617219	0.230943146	fac2	
v000093	0.5057101452	0.169643444	0.200798821	fac1	
v000095	-0.369059168	0.1321056867	0.3676147188	fac1	
v000099	-0.360951341	0.0692890127	0.4974245463	fac3	
v000101	1.1067489541	0.0130751567	0.0334612481	fac1	
v000104	-0.459645465	-0.337673724	0.4568205038	fac1	
v000105	1.1322427697	0.0816015804	0.0932741575	fac1	
v000108	-0.425154275	0.3472038452	0.4575415529	fac3	
v000109	0.4991449548	0.170304342	0.1519824009	fac1	
v000111	-0.386010612	-0.038823902	0.5217084133	fac3	
v000112	0.7691081417	0.1696994384	0.4790880862	fac1	
v000113	-0.454080735	0.014486535	0.4901690391	fac3	
v000114	-0.455375344	0.8144065988	-0.132356888	fac2	
v000118	-0.203031007	0.3288903266	0.379194122	fac3	
v000119	-0.309911925	0.3363511557	0.1254913742	fac2	
v000120	0.6909719275	0.1816630112	0.2803143624	fac1	
v000121	0.4741417938	0.1147207686	-0.111730717	fac1	
v000123	0.6686063618	0.0795745374	0.4034995782	fac1	
v000125	-0.110267395	0.0459644618	0.284310812		
v000127	-0.267051835	-0.279291476	0.7170252076	fac3	
v000130	-0.211424266	0.0841047757	0.3417827357	fac3	
v000132	0.9313851913	0.0755096057	0.1798724903	fac1	
v000133	-0.157244854	0.0110080938	0.5900228595	fac3	
v000134	1.0587949317	-0.001107088	0.3140468774	fac1	
v000136	0.0153628247	0.3532887518	0.3010005567	fac2	
v000137	0.0071314261	-0.128053126	0.4826304308	fac3	
v000138	-0.199295059	0.212040088	0.1690548867		
v000139	0.1302988984	-0.235171737	0.5622418604	fac3	
v000140	-0.460094955	0.2463235966	0.3635273436	fac1	
v000141	-0.147069578	-0.095373955	-0.035258597		
v000144	-0.096798918	0.5344870183	0.2084570698	fac2	
v000146	-0.108782821	0.3201845033	0.0315954871	fac2	
v000152	0.2517814013	-0.053121105	0.5264785304	fac3	
v000154	0.0174554741	-0.141230844	0.4933103969	fac3	
v000156	0.7175538396	0.3621226912	0.2384256446	fac1	
v000157	-0.311232668	-0.319949847	0.6087289088	fac3	
v000158	0.0657193685	0.0943555902	0.2703856116		
v000161	-0.370933631	-0.059772651	0.0886001603	fac1	
v000162	-0.21212157	0.0442778846	0.3059885096	fac3	
v000163	-0.5016892	0.8663303584	-0.148991422	fac2	
v000165	0.865846756	0.2320910454	0.2905178261	fac1	
v000169	-0.088059604	0.3471668935	0.1908676605	fac2	
v000172	-0.257060855	0.2181573493	0.5267771418	fac3	
v000175	1.1434428641	-0.076774557	0.1830915278	fac1	
v000177	-0.161127113	-0.016180636	0.4475982993	fac3	
v000184	-0.313404693	0.3430030567	-0.001291756	fac2	
v000186	-0.134957296	-0.156347742	0.0980684529		
v000190	0.6460947814	-0.274437642	0.2004521632	fac1	
v000191	0.1977187281	-0.178524501	0.3026793184	fac3	
v000193	-0.335387723	-0.012703724	0.3867275567	fac3	
v000198	0.0231727125	0.330364199	0.1215214689	fac2	
v000199	0.3774238731	0.1535003575	-0.134772374	fac1	
v000203	-0.088166988	0.8688298385	-0.156609824	fac2	
v000206	-0.307761849	0.1956543702	-0.211357278	fac1	
v000207	-0.200120509	0.4299031931	0.1260631426	fac2	
v000208	0.1978798648	-0.023379393	0.3685114767	fac3	
v000209	0.0271127452	0.889715093	-0.282551632	fac2	
v000213	-0.505715635	0.0326063112	0.2801154858	fac1	
v000215	-0.305673668	0.9179514551	-0.11284996	fac2	
v000216	0.1841533292	-0.137318249	-0.065965439		
v000217	0.2841102714	0.463713879	-0.251106944	fac2	
v000218	-0.544785431	-0.138835881	0.5112823883	fac1	
v000219	-0.080184227	0.6159857413	-0.286095441	fac2	
v000222	-0.217552546	0.3253658399	0.0160058614	fac2	
v000223	-0.086849003	0.4208141154	-0.08911236	fac2	
v000230	0.3971141335	0.4350773154	-0.017572321	fac2	
v000232	-0.31860187	-0.034723105	-0.072875891	fac1	
v000234	0.0166047742	-0.230139998	-0.332357195	fac3	
v000235	-0.372783837	0.0101029831	-0.112601298	fac1	
v000236	-0.481302939	-0.249828863	0.1918786561	fac1	
v000237	0.3921789034	-0.314299899	0.1910691327	fac1	
v000241	-0.213627268	0.4521079296	-0.122885958	fac2	
v000246	-0.104218631	-0.248477719	-0.000770682		
v000248	0.5573718898	0.3581167678	0.1086378979	fac1	
v000249	-0.254626824	0.26254499	-0.231190786		
v000259	0.2546311512	-0.427012383	-0.268339522	fac2	
v000260	0.0279414001	-0.255007871	0.3183929977	fac3	
v000261	-0.150547326	-0.404692929	0.2830628109	fac2	
v000262	-0.281395809	0.252658036	0.3074200765	fac3	
v000263	-0.348938166	-0.254576337	0.1953600277	fac1	
v000268	-0.258500268	-0.103155336	-0.348914006	fac3	
v000271	-0.327746403	-0.004346756	0.2631152773	fac1	
v000280	0.0060666252	-0.135751713	-0.088081108		
v000284	0.5507973453	-0.197644087	-0.094343218	fac1	
v000285	-0.184942767	0.5463153711	-0.051727676	fac2	
v000292	-0.286798914	-0.174942616	0.2457745723		
v000295	0.0190176811	-0.195542598	0.0379890296		
v000297	-0.393977853	0.0618783534	0.0945037801	fac1	
v000300	0.517158513	-0.181510337	0.0830311213	fac1	
v000304	0.4002421279	-0.212305694	0.3579316509	fac1	
v000310	-0.338235637	0.1510271916	0.2233282973	fac1	
v000313	-0.228630707	0.190106996	-0.300706406	fac3	
v000315	-0.174305563	0.1830057315	-0.091515765		
v000319	-0.265932055	0.0708588224	0.1008673975		
v000322	0.3664273348	0.0632406847	0.1845027343	fac1	
v000325	0.4077178673	0.3684302866	0.0182567706	fac1	
v000326	-0.292300742	0.1275816978	-0.196588046		
v000327	-0.173805238	0.4676564596	-0.228335763	fac2	
v000334	-0.117118951	0.4251649796	-0.022374088	fac2	
v000337	-0.100558994	-0.284807644	0.0947558664		
v000342	0.3361204153	-0.049034636	-0.036703611	fac1	
v000343	-0.170383251	-0.209826702	-0.108010492		
v000350	0.0002162307	0.0238131242	0.1240914208		
v000354	-0.016949271	-0.351841241	0.4907166197	fac3	
v000361	0.3263763653	0.2609672469	0.0389492302	fac1	
v000363	-0.24039299	0.0202943185	-0.263581531		
v000366	-0.30980898	0.3004681423	-0.166261118	fac1	
v000372	-0.145802118	0.7330987124	-0.273914636	fac2	
v000373	0.0904318723	-0.425181147	-0.458860217	fac3	
v000376	-0.117213694	-0.311371441	0.2182350191	fac2	
v000380	0.4201512466	-0.034890945	0.1061657286	fac1	
v000381	0.6094395337	-0.20233372	-0.03735102	fac1	
v000382	-0.057307328	-0.038112101	-0.165274191		
v000384	0.1227349582	-0.017725017	-0.043919769		
v000385	-0.172880939	0.6297312674	-0.264150837	fac2	
v000388	-0.273566521	-0.244780262	-0.141331451		
v000389	0.0590042405	0.1708160385	-0.023370506		
v000392	-0.337943623	-0.284647018	0.1942508388	fac1	
v000398	0.2725059677	-0.157244329	-0.092618184		
v000404	1.040963716	-0.110259009	-0.051511478	fac1	
v000407	-0.026019782	-0.217416684	0.078192956		
v000411	0.2561824763	-0.037245774	0.0011168825		
v000417	0.7994497346	0.130694956	0.0478711745	fac1	
v000423	0.6757329222	-0.030451656	0.1503759025	fac1	
v000428	-0.122039039	-0.187282052	-0.382932643	fac3	
v000430	0.5557427458	-0.048886436	-0.133549673	fac1	
v000434	-0.179909805	-0.296254003	0.137183663		
v000439	-0.157103796	0.0438672968	0.0819277747		
v000446	0.4555107141	-0.155726575	0.2921688816	fac1	
v000449	0.0245237212	0.3430484197	0.0093801933	fac2	
v000452	0.4103715908	-0.243651422	0.2043554305	fac1	
v000457	0.8817359454	-0.112427309	0.0134652761	fac1	
