file	fac1	fac2	fac3
t000623	-1	1	0
t000625	0	0	-1
t000626	-1	0	0
t000628	0	1	0
t000629	0	1	0
t000631	0	1	0
t000632	0	0	0
t000633	-1	1	0
t000637	-2	3	-1
t000638	-1	1	-1
t000639	0	2	0
t000640	-3	0	0
t000642	-1	1	0
t000643	0	1	0
t000644	0	1	0
t000647	0	1	0
t000649	-2	1	0
t000650	0	1	0
t000651	0	1	0
t000652	0	0	0
t000653	-2	0	1
t000656	-2	1	0
t000658	-1	0	0
t000659	-2	2	-1
t000660	-3	1	0
t000666	0	1	-1
t000667	0	0	0
t000668	-3	1	0
t000669	-4	-1	0
t000676	-2	3	-1
t000679	0	1	0
t000680	-3	0	1
t000681	0	0	0
t000682	-1	-2	0
t000683	-1	1	0
t000689	-3	1	0
t000690	0	0	0
t000692	0	0	0
t000694	-1	1	0
t000695	0	-5	1
t000696	-1	0	2
t000698	-5	0	0
t000701	-2	0	0
t000702	-5	0	0
t000703	0	0	0
t000708	0	1	0
t000710	-4	1	1
t000711	-1	0	1
t000712	-2	1	0
t000718	0	0	0
t000721	0	0	0
t000723	-2	0	-1
t000724	-1	1	0
t000725	0	1	0
t000726	-3	2	-1
t000727	-3	1	0
t000728	0	-2	1
t000729	0	-5	1
t000731	-2	2	0
t000733	0	0	1
t000737	0	-2	1
t000738	0	-5	1
t000739	-2	0	0
t000740	-2	0	0
t000741	0	1	0
t000742	0	-2	1
t000743	0	-5	1
t000745	0	-2	1
t000747	-2	0	1
t000751	-2	0	0
t000752	-2	0	0
t000755	-1	1	0
t000756	-2	1	0
t000757	-1	0	0
t000762	0	-2	1
t000763	0	-5	1
t000764	0	-2	1
t000765	0	-5	1
t000766	0	1	0
t000767	-3	2	0
t000768	-1	0	2
t000769	-2	-1	2
t000770	-5	1	0
t000771	0	0	1
t000772	-2	0	0
t000773	0	1	0
t000774	0	1	0
t000776	-2	0	0
t000779	-2	0	1
t000780	-5	1	0
t000781	-2	0	0
t000782	-7	2	0
t000784	-3	0	0
t000785	0	0	2
t000790	-2	0	0
t000791	-1	-2	2
t000792	-3	1	0
t000794	-2	1	0
t000797	-5	0	0
t000798	-4	1	1
t000799	-2	0	2
t000801	0	1	0
t000802	-2	-1	2
t000803	-2	0	0
t000804	-7	0	1
t000805	-1	-1	0
t000806	0	0	0
t000808	0	0	1
t000810	0	1	0
t000812	-2	0	0
t000813	-1	0	0
t000814	-4	1	1
t000817	-1	1	0
t000820	-3	-1	0
t000821	-4	3	2
t000823	-4	1	1
t000825	-2	-1	2
t000826	0	-1	0
t000829	-2	0	0
t000830	-4	0	0
t000836	-2	-1	1
t000837	-3	0	0
t000839	-1	1	2
t000841	-7	2	0
t000844	-3	0	0
t000848	-1	0	2
t000849	-2	-1	2
t000853	-2	2	0
t000855	-6	0	1
t000861	-4	3	0
t000862	-2	0	0
t000865	-5	0	0
t000866	-2	0	-1
t000867	-1	0	2
t000868	-2	-1	2
t000869	-7	2	0
t000870	-2	0	0
t000871	-7	2	0
t000872	-7	2	0
t000873	-7	2	0
t000874	-7	2	0
t000875	-2	-1	2
t000876	-7	2	0
t000877	-2	-1	2
t000878	-7	2	0
t000879	-2	1	3
t000881	-2	-1	2
t000882	-1	0	0
t000883	-7	2	0
t000884	-7	2	0
t000885	-2	-1	2
t000886	-7	2	0
t000887	-2	-1	2
t000888	-7	2	0
t000889	-2	-1	2
t000890	-2	-1	2
t000891	-1	0	0
t000892	-7	2	0
t000893	-7	2	0
t000894	-7	2	0
t000896	-7	2	0
t000898	-3	0	0
t000899	-7	2	0
t000902	-7	2	0
t000905	-7	2	0
t000906	-7	2	0
t000907	-2	-1	2
t000908	-2	-1	2
t000909	-7	2	0
t000911	-7	2	0
t000912	-2	-1	2
t000913	-1	0	0
t000914	-7	2	0
t000916	-1	0	2
t000918	-5	1	0
t000919	-1	0	0
t000922	-2	-1	2
t000924	0	0	2
t000925	-3	0	0
t000926	-4	-1	0
t000927	-2	-1	2
t000928	-2	-1	2
t000929	-2	-1	2
t000930	-2	-1	2
t000932	-2	-1	2
t000934	-2	1	1
t000936	-2	3	0
t000939	-5	0	1
t000943	-5	0	0
t000944	-2	0	0
t000946	-3	0	0
t000948	-2	0	0
t000949	0	1	0
t000950	-3	0	0
t000951	0	1	0
t000952	-1	1	0
t000953	-1	2	0
t000954	-1	2	0
t000955	0	0	0
t000959	-3	0	-1
t000961	-2	2	1
t000962	-1	0	0
t000963	-1	-1	0
t000965	-1	0	0
t000969	-1	0	1
t000970	-2	0	0
t000971	0	2	0
t000972	0	2	0
t000973	0	0	0
t000974	0	0	0
t000976	-1	0	0
t000980	-3	0	0
t000981	-3	2	1
t000982	-3	0	0
t000985	-4	-1	0
t000987	-1	0	-1
t000991	1	0	0
t000993	-2	0	0
t000994	-2	2	-1
t000996	-4	0	0
t001001	0	0	0
t001002	-3	0	0
t001006	0	0	0
t001009	-2	0	0
t001010	-1	0	0
t001011	-4	0	0
t001012	-7	0	1
t001013	-2	0	0
t001017	-3	-1	0
t001018	-3	0	0
t001023	-2	0	0
t001025	0	2	0
t001028	-1	0	0
t001029	0	2	0
t001030	-1	0	2
t001031	0	1	0
t001036	-2	4	0
t001037	-3	0	0
t001038	-3	0	0
t001042	0	0	0
t001044	-3	-1	2
t001045	-1	0	-1
t001050	-2	0	1
t001051	-1	0	0
t001055	-3	1	0
t001066	-7	2	0
t001067	-2	0	0
t001073	-7	2	2
t001075	-5	0	0
t001079	-3	-1	0
t001081	0	1	0
t001083	-3	1	0
t001084	0	3	0
t001086	-1	1	0
t001087	-3	0	0
t001090	-3	0	0
t001091	-4	0	0
t001093	-3	0	0
t001094	0	2	-1
t001096	-2	0	0
t001098	-1	-1	0
t001099	-2	0	0
t001100	-2	0	0
t001101	-2	0	0
t001103	-5	0	0
t001107	-1	0	0
t001108	0	0	0
t001109	-3	0	0
t001110	-2	0	0
t001111	-2	0	0
t001113	-6	0	0
t001114	0	0	0
t001117	-6	0	1
t001119	-3	-1	0
t001121	-1	-2	2
t001123	-3	0	0
t001124	-2	0	0
t001125	0	0	0
t001127	0	0	1
t001129	-4	1	0
t001131	-3	0	1
t001132	0	0	1
t001134	-1	1	0
t001136	-3	1	-1
t001137	0	0	1
t001139	0	-5	1
t001140	-1	0	1
t001144	0	1	0
t001145	-4	1	0
t001146	-7	2	0
t001148	-1	0	0
t001150	-1	1	3
t001151	-3	0	0
t001152	-3	0	0
t001153	-1	-1	0
t001155	-4	0	0
t001156	0	0	2
t001158	-1	2	1
t001159	-5	-1	0
t001161	-5	2	-1
t001163	-3	0	0
t001164	-1	-1	2
t001165	-8	3	-1
t001166	-3	0	0
t001167	-3	0	0
t001169	-2	0	0
t001170	-2	0	0
t001171	0	0	0
t001173	0	0	1
t001174	-1	1	0
t001175	-1	1	0
t001179	-1	0	0
t001180	-1	0	0
t001181	-4	0	0
t001182	-1	0	-1
t001183	-7	0	1
t001187	0	0	0
t001188	-1	0	0
t001189	-3	0	0
t001190	-3	2	0
t001193	0	0	1
t001198	-5	0	1
t001199	0	0	1
t001201	0	0	0
t001202	0	0	0
t001206	-3	1	1
t001208	-3	1	1
t001212	0	1	0
t001214	-1	1	0
t001218	0	1	0
t001222	0	0	0
t001223	0	1	0
t001226	0	1	0
t001227	-2	1	0
t001228	-3	1	0
t001229	0	0	1
t001236	0	1	0
t001237	-1	0	0
t001239	-2	0	0
t001241	0	-1	0
t001242	0	-1	0
t001243	-3	0	0
t001245	-1	0	1
t001246	-3	0	0
t001247	-3	0	0
t001249	-3	0	0
t001251	-1	0	0
t001256	-2	0	0
t001258	0	-1	2
t001262	-2	1	1
t001272	-1	1	0
t001275	0	0	1
t001276	-2	0	0
t001277	-5	1	0
t001279	-2	0	0
t001280	0	0	0
t001285	0	1	0
t001286	0	1	0
t001288	-3	3	1
t001295	-2	0	0
t001296	0	0	0
t001299	-2	1	0
t001300	0	1	0
t001301	-3	0	1
t001302	-1	3	0
t001305	-1	0	0
t001307	-1	0	0
t001309	-1	0	0
t001310	-2	0	1
t001313	-3	3	0
t001316	-1	0	0
t001318	-2	0	0
t001319	-2	0	0
t001320	-2	-1	0
t001321	-2	2	0
t001322	-1	0	0
t001325	-1	0	0
t001326	-3	0	0
t001332	-1	0	0
t001334	-3	4	0
t001335	-4	0	0
t001336	-5	0	0
t001340	0	2	-1
t001344	-3	0	0
t001346	-3	1	-2
t001348	-2	1	-2
t001351	-1	0	0
t001354	-4	0	0
t001356	-3	-1	0
t001359	-3	0	0
t001368	-1	0	0
t001370	0	1	-1
t001372	0	0	0
t001374	-3	1	0
t001377	0	4	0
t001380	-3	1	1
t001382	-2	1	0
t001388	0	2	0
t001389	-1	0	0
t001392	-4	2	0
t001395	-2	0	-1
t001397	-1	1	-1
t001398	-2	1	0
t001399	-1	0	0
t001400	-1	0	0
t001401	0	1	1
t001402	-3	0	0
t001404	-1	2	0
t001405	-1	2	0
t001406	-1	1	0
t001407	-1	1	0
t001408	-1	0	0
t001411	-4	1	0
t001412	0	0	-1
t001413	0	0	0
t001419	-4	0	0
t001421	-2	0	0
t001427	-4	0	0
t001428	-1	-1	0
t001429	-1	1	0
t001430	-2	0	0
t001431	-2	0	0
t001432	-2	1	0
t001435	-1	3	-2
t001436	-3	-2	0
t001437	-2	-2	0
t001439	-1	0	2
t001440	-2	-1	2
t001442	-1	1	-1
t001444	-5	0	-1
t001445	0	1	1
t001447	-1	0	0
t001448	-4	2	0
t001450	0	1	0
t001451	0	1	0
t001452	-1	2	0
t001456	-4	1	1
t001460	-3	2	0
t001462	-1	1	0
t001463	0	0	0
t001465	-1	0	0
t001468	0	0	0
t001470	0	-1	1
t001472	0	1	0
t001481	-2	1	1
t001487	-2	1	0
t001489	0	1	0
t001491	-4	0	1
t001492	0	1	0
t001493	0	1	0
t001495	-2	0	0
t001496	0	2	0
t001502	0	3	0
t001503	-4	4	2
t001508	0	1	0
t001509	-2	1	0
t001513	-3	1	0
t001515	0	0	0
t001523	-1	0	0
t001524	-4	0	0
t001525	-1	1	0
t001526	0	0	0
t001529	0	0	0
t001530	1	0	0
t001534	-2	0	0
t001547	-2	0	1
t001548	-2	0	1
t001549	0	0	0
t001551	0	3	0
t001552	0	1	0
t001553	-2	0	0
t001554	-4	1	0
t001555	-2	1	0
t001556	-2	0	0
t001560	-1	2	0
t001561	-1	0	1
t001566	0	0	1
t001571	-1	-1	0
t001574	-2	0	0
t001579	-2	0	0
t001580	-4	1	1
t001584	0	1	1
t001591	-2	1	1
t001592	-3	1	1
t001593	-1	0	0
t001595	-4	0	0
t001596	-2	0	1
t001597	-1	1	0
t001600	0	0	0
t001602	-1	1	0
t001605	0	0	0
t001609	-1	0	0
t001617	-2	1	0
t001619	-1	0	0
t001620	-1	0	0
t001630	-1	1	0
t001632	-2	-1	3
t001640	0	-2	1
t001642	-1	0	1
t001644	-1	0	0
t001645	-2	0	0
t001651	0	0	1
t001658	-4	0	0
t001661	-2	1	0
t001664	-2	-1	-1
t001666	-3	1	0
t001683	-2	1	-1
t001700	0	1	0
t001701	0	0	0
t001702	-1	0	0
t001713	-1	1	0
t001719	-3	-1	1
t001720	-1	0	0
t001723	-2	2	1
t001726	-3	1	1
t001732	-1	0	0
t001733	-2	0	1
t001734	-1	0	1
t001736	-2	0	0
t001737	-1	0	1
t001741	-1	5	0
t001745	-1	0	0
t001747	-2	2	2
t001760	-2	0	0
t001762	-1	1	0
t001767	0	1	0
t001768	-1	0	0
t001770	-3	1	0
t001773	-6	2	1
t001774	-5	0	1
t001775	-1	0	0
t001778	0	0	-1
t001785	0	0	0
t001789	-2	1	0
t001790	-2	2	0
t001794	-2	1	-1
t001796	-5	1	2
t001798	-3	0	0
t001799	-3	1	1
t001800	-1	-1	0
t001801	-4	-1	0
t001805	-1	0	1
t001806	-1	1	0
t001814	0	1	0
t001817	-3	1	-1
t001823	-2	0	0
t001833	-1	0	1
t001850	-4	0	1
t001852	-2	1	0
t001853	-1	1	0
t001856	-2	-1	1
t001869	-1	0	1
t001870	-1	1	0
t001871	-2	-3	0
t001872	0	0	0
t001873	0	0	0
t001874	-1	0	0
t001883	0	1	2
t001885	-2	1	-1
t001887	-3	0	0
t001888	-1	2	-1
t001895	-1	0	0
t001897	-1	0	1
t001898	-3	1	2
t001899	-4	2	0
t001900	0	5	0
t001901	-3	3	1
t001913	-4	0	0
t001915	-1	0	0
t001916	-4	0	1
t001917	0	0	0
t001936	-1	0	0
t001937	-1	1	2
t001940	-1	0	0
t001941	-2	1	-1
t001942	-1	0	0
t001945	0	1	0
t001954	-2	0	0
t001970	-2	1	0
t001983	0	3	0
t001989	-2	0	0
t002007	0	0	0
t002009	0	0	0
t002013	-1	1	0
t002014	-3	0	0
t002015	-1	0	0
t002017	-4	1	2
t002033	-2	-1	0
t002035	-1	1	0
t002037	-1	0	0
t002041	-2	4	0
t002045	0	0	0
t002064	0	0	0
t002065	-3	0	0
t002073	0	0	0
t002074	0	0	1
t002092	-1	0	0
t002093	0	3	0
t002100	-3	0	0
t002101	-2	0	-1
t002106	-1	-1	0
t002112	-1	1	0
t002120	-7	0	1
t002140	-5	2	0
t002144	0	0	0
t002156	0	0	0
t002160	-2	0	2
t002162	-1	-1	1
t002167	-1	-1	-1
t002168	-1	0	0
t002180	0	1	0
t002189	-2	0	0
t002190	0	0	0
t002199	0	4	-1
t002212	-2	1	0
t002217	-1	1	0
t002229	0	0	0
t002230	0	0	0
t002231	0	2	0
t002234	0	1	0
t002242	0	1	0
t002248	0	0	0
t002250	-1	0	0
t002251	-1	1	0
t002255	0	1	-1
t002266	-3	0	0
t002270	0	2	0
t002271	0	1	0
t002275	-4	1	0
t002281	0	1	0
t002310	-2	0	0
t002321	0	0	0
t002324	-6	2	-1
t002328	0	1	0
t002329	0	1	0
t002331	0	2	0
t002337	-2	0	0
t002343	-3	0	0
t002351	-5	0	0
t002353	0	0	0
t002365	-2	0	0
t002367	0	1	0
t002372	-1	0	0
t002374	-1	0	0
t002379	-2	2	0
t002393	-2	1	0
t002402	-3	2	-3
t002405	-1	2	0
t002406	-1	5	0
t002407	-1	1	0
t002409	-6	-2	0
t002410	-6	-2	0
t002412	0	1	1
t002413	0	5	0
t002419	-2	4	0
t002421	-3	1	1
t002422	0	0	0
t002424	-1	1	0
t002425	0	0	1
t002426	-1	0	0
t002427	-1	0	0
t002429	0	0	1
t002430	-2	3	0
t002437	-1	0	1
t002442	-6	-2	0
t002444	0	3	0
t002446	-1	3	-1
t002447	-1	0	3
t002450	-3	0	0
t002453	0	0	0
t002454	-1	0	0
t002461	-6	-2	0
t002462	-2	0	0
t002467	-3	2	1
t002472	0	0	0
t002473	-1	0	0
t002479	-1	2	0
t002483	-1	2	0
t002489	0	0	0
t002491	0	0	0
t002492	-3	1	1
t002497	-1	5	1
t002499	-1	0	0
t002500	-3	3	-1
t002507	-2	2	1
t002514	1	0	4
t002517	0	5	0
t002523	-1	2	-3
t002527	0	2	0
t002536	-3	-1	0
t002537	0	2	0
t002539	-1	1	0
t002544	0	0	0
t002545	0	0	0
t002547	0	2	-2
t002550	0	1	0
t002551	-1	1	0
t002552	-3	1	0
t002555	-3	1	0
t002557	-3	5	0
t002561	-1	6	-1
t002562	-1	0	0
t002564	-2	1	0
t002569	-1	5	0
t002575	-3	0	0
t002588	-1	1	0
t002589	0	0	0
t002597	-1	0	3
t002599	0	1	0
t002601	-1	0	0
t002604	-2	3	0
t002606	-1	4	1
t002613	0	3	-2
t002618	0	1	0
t002621	-4	4	1
t002622	-1	3	-1
t002628	-3	1	0
t002630	-1	3	-1
t002631	-2	1	1
t002634	0	1	0
t002635	0	2	0
t002636	-3	1	0
t002637	-6	-2	0
t002640	-3	0	0
t002642	-6	-2	0
t002646	-1	1	0
t002647	-1	0	1
t002650	-2	2	0
t002652	-2	1	0
t002660	-1	0	-1
t002661	-2	0	0
t002663	-1	0	0
t002665	-6	-2	0
t002671	0	0	0
t002672	0	0	0
t010015	-1	1	0
t010016	0	0	0
t010017	-2	0	0
t010018	0	0	0
t010021	0	1	0
t010022	-4	0	0
t010024	0	1	0
t010031	-4	0	0
t010032	-3	-1	0
t010036	-5	1	0
t010037	-1	-1	0
t010043	-2	1	-2
t010045	-3	0	0
t010046	-2	0	-1
t010050	0	1	0
t010051	-5	1	0
t010052	0	1	0
t010053	-2	0	0
t010054	0	1	2
t010058	0	2	0
t010059	-1	0	0
t010060	-7	0	0
t010061	0	0	0
t010062	-2	0	0
t010066	-1	3	-1
t010069	-4	0	0
t010070	-4	0	0
t010071	-2	-1	0
t010072	-2	1	-1
t010074	-3	0	1
t010075	-1	0	0
t010076	-2	2	0
t010078	-1	1	0
t010079	0	0	0
t010080	-2	0	0
t010083	-4	1	0
t010092	-1	3	0
t010094	-1	1	0
t010095	-2	0	0
t010097	0	1	0
t010098	0	0	-2
t010099	-1	2	-3
t010100	-1	1	0
t010102	-4	1	0
t010103	0	0	0
t010105	0	0	0
t010109	0	0	0
t010110	-2	1	0
t010111	-2	0	0
t010114	-1	2	0
t010115	-5	2	-1
t010118	0	2	0
t010127	-1	0	0
t010129	-3	0	1
t010130	-4	1	0
t010132	-3	0	0
t010133	-2	0	0
t010134	-5	0	0
t010135	-4	2	2
t010138	-2	-1	0
t010142	-5	0	0
t010143	-2	1	0
t010145	-1	0	0
t010152	-1	2	0
t010153	0	0	0
t010154	0	1	0
t010156	-1	0	0
t010157	-3	0	0
t010161	-2	0	0
t010162	-3	1	0
t010163	-1	1	0
t010165	-1	1	-1
t010166	-4	1	-1
t010167	-1	0	0
t010168	-2	1	0
t010170	-2	0	0
t010171	-2	1	0
t010174	-4	0	0
t010175	-1	1	0
t010177	-2	0	0
t010180	-5	0	0
t010182	-2	1	0
t010183	0	1	0
t010184	-6	1	0
t010185	-2	1	-1
t010186	-4	-2	2
t010187	-4	1	0
t010188	-1	0	0
t010189	-4	1	0
t010191	-3	2	0
t010193	-1	1	2
t010194	-3	1	0
t010196	-5	2	1
t010197	-2	0	0
t010199	-2	1	0
t010200	-2	2	0
t010201	0	2	0
t010202	-5	0	0
t010204	-2	0	1
t010205	-5	2	0
t010206	-4	1	0
t010208	0	2	0
t010210	-4	1	0
t010211	-3	1	0
t010214	-1	2	0
t010215	-3	2	0
t010216	-2	2	1
t010217	0	0	0
t010218	-1	3	-2
t010219	-1	0	0
t010223	-3	0	0
t010224	-3	0	0
t010227	0	1	0
t010228	-2	2	0
t010229	0	2	0
t010234	-3	0	1
t010235	0	0	1
t010236	-3	0	0
t010237	-2	-1	0
t010240	-5	1	1
t010241	-1	1	0
t010242	0	0	0
t010243	-7	0	0
t010244	-1	0	0
t010245	-2	0	0
t010246	0	1	1
t010247	-2	3	-1
t010248	-1	0	0
t010249	-1	-1	1
t010250	-4	0	0
t010252	-2	1	0
t010253	-2	-1	0
t010254	-2	2	0
t010255	-4	1	0
t010259	-5	0	0
t010260	-1	1	0
t010261	-2	1	0
t010266	-1	0	0
t010269	-4	0	0
t010270	-1	1	0
t010274	-1	1	0
t010275	0	0	-1
t010276	-1	0	0
t010278	-6	0	0
t010281	-2	0	0
t010282	-2	1	0
t010283	-2	0	0
t010284	-3	2	0
t010285	0	1	0
t010286	-3	1	0
t010288	-2	0	1
t010290	-4	2	0
t010291	-1	0	0
t010292	-1	0	0
t010293	-1	0	0
t010295	-2	0	1
t010296	-2	1	2
t010297	-3	0	0
t010298	-1	0	2
t010299	-2	0	0
t010303	-5	2	0
t010305	0	0	0
t010308	-6	1	0
t010310	-3	0	2
t010311	0	0	0
t010312	-4	2	0
t010313	-6	0	0
t010314	0	0	0
t010316	-2	1	0
t010317	-2	0	0
t010318	0	0	0
t010320	-3	3	5
t010322	-2	1	2
t010323	-3	-1	0
t010326	-1	2	0
t010327	-2	2	0
t010330	-4	-1	0
t010331	-2	0	1
t010333	-1	0	0
t010335	-3	2	0
t010337	-4	0	0
t010338	-2	1	0
t010339	-5	0	1
t010340	0	2	0
t010344	-2	1	0
t010345	0	0	0
t010346	-2	-1	2
t010348	-3	2	1
t010349	-4	2	0
t010350	-2	0	0
t010351	-2	0	0
t010352	-2	2	0
t010353	-2	0	0
t010354	-1	0	0
t010356	-2	1	0
t010357	-1	1	0
t010359	-1	0	-1
t010360	-3	0	0
t010362	-3	2	-1
t010363	-1	1	0
t010364	-3	0	0
t010365	-4	0	0
t010366	-1	2	0
t010367	-3	0	0
t010370	0	0	0
t010372	-1	0	-1
t010373	0	0	2
t010374	-1	0	-1
t010376	-4	0	0
t010377	-5	1	0
t010378	-1	-1	0
t010379	-2	0	0
t010380	-1	1	0
t010382	-4	1	0
t010383	-2	2	0
t010384	-2	1	0
t010385	-2	0	1
t010386	-3	0	0
t010387	-2	1	0
t010388	-2	0	0
t010389	-1	-1	0
t010390	-3	-1	0
t010391	-1	1	0
t010392	-1	1	0
t010393	-3	1	0
t010398	0	0	0
t010399	-3	0	0
t010401	-3	1	0
t010403	-1	0	1
t010405	-1	0	0
t010406	-2	0	0
t010408	-1	0	0
t010409	0	0	0
t010410	-2	0	1
t010411	0	1	0
t010413	-1	0	0
t010414	-4	2	0
t010415	-3	2	0
t010417	0	0	3
t010418	-2	0	0
t010419	-3	0	0
t010420	-3	1	0
t010421	-2	-2	0
t010422	-2	0	0
t010423	-1	-1	2
t010424	-2	0	0
t010425	-2	0	0
t010426	1	0	1
t010430	0	0	0
t010433	-5	0	0
t010434	0	0	1
t010435	-1	0	1
t010436	-3	2	0
t010438	0	0	0
t010439	-1	0	0
t010441	-3	0	1
t010442	-2	-2	2
t010449	-3	0	-1
t010450	-1	0	0
t010452	-2	0	0
t010453	-3	1	0
t010455	-2	2	0
t010456	-1	-1	0
t010457	-1	0	0
t010458	0	0	0
t010459	-1	-2	0
t010466	-1	0	0
t010468	-3	1	0
t010469	-3	3	0
t010470	-3	0	0
t010472	0	0	1
t010475	0	0	0
t010477	-1	1	0
t010478	-3	-1	0
t010480	1	0	0
t010481	-4	0	-1
t010484	-2	0	-1
t010485	0	1	0
t010486	-2	2	0
t010487	-1	0	0
t010488	0	1	0
t010489	0	1	0
t010490	-6	0	0
t010492	-1	0	0
t010493	-3	0	0
t010494	-2	0	0
t010495	0	1	0
t010496	-1	0	0
t010497	-5	4	-1
t010499	0	0	2
t010501	-5	1	0
t010502	-2	0	0
t010503	-1	2	0
t010504	-4	0	0
t010505	-2	1	0
t010506	-1	0	1
t010507	-4	1	-1
t010511	-1	0	0
t010513	-1	2	3
t010516	0	2	0
t010520	-1	0	0
t010521	-1	1	0
t010522	-2	0	0
t010523	-3	0	-1
t010525	0	1	0
t010526	-1	-1	0
t010527	-4	0	0
t010528	0	0	0
t010529	0	0	0
t010531	-1	1	0
t010533	0	0	0
t010534	-2	0	0
t010535	-2	1	0
t010540	-1	1	0
t010542	-6	0	0
t010544	-1	0	-1
t010548	-1	0	0
t010550	-4	0	0
t010551	-1	0	0
t010552	-1	1	0
