_NAME_	Factor1	Factor2	Factor3	load	secondary
v000650	-0.047588733	0.0086624991	-0.686425731	fac3	
v000658	-0.025500335	-0.16457857	-0.694760398	fac3	
v000663	0.1987179494	-0.0747451	-0.593784547	fac3	
v000665	0.2512819196	-0.147932963	0.2648141442		
v000681	0.12025498	-0.272221718	-0.126819128		
v000685	0.0447220349	-0.321445565	-0.186232576	fac2	
v000699	0.1406841513	-0.328143483	0.1110227066	fac2	
v000700	-0.187281434	-0.226232032	0.3851555189	fac3	
v000721	0.111113791	-0.393103486	-0.32306991	fac2	
v000724	-0.004621566	-0.206874387	-0.219340226		
v000728	-0.022569163	-0.111007935	-0.636331909	fac3	
v000732	0.3154734914	-0.064039538	-0.122943049	fac1	
v000735	0.0872977482	-0.092945727	0.4298960011	fac3	
v000737	0.2400471656	-0.368241945	-0.259310118	fac2	
v000741	0.4310227974	0.2004411071	-0.231562239	fac1	
v000747	0.4724971072	0.0924205981	-0.089791781	fac1	
v000753	-0.014513161	-0.378090103	0.0675232932	fac2	
v000758	0.0990053767	-0.158022946	-0.16867968		
v000775	-0.213865426	-0.165737843	0.1739135197		
v000778	-0.004220739	-0.318089013	0.0318279522	fac2	
v000779	0.4497857565	-0.71118008	-0.112523234	fac2	
v000789	1.0230296597	0.2198280535	0.0730412406	fac1	
v000791	0.1016408382	-0.494888231	-0.0182126	fac2	
v000794	0.0774666835	-0.366919892	-0.044190059	fac2	
v000797	0.101147559	-0.355031134	0.1182125938	fac2	
v000805	0.0657142591	-0.177232852	-0.128969779		
v000808	0.0676910911	-0.480575436	-0.154286485	fac2	
v000826	0.0198639288	-0.338063585	-0.284712769	fac2	
v000834	0.1426634152	-0.319425639	-0.058186387	fac2	
v000838	0.3034842417	-0.304473013	-0.233022131	fac2	
v000843	0.02488713	-0.515786704	-0.217872254	fac2	
v000845	0.045785688	-0.363588117	0.0585028119	fac2	
v000848	0.2343241243	-0.384867647	-0.056685347	fac2	
v000852	0.094146919	-0.402358513	0.2761264055	fac2	
v000856	0.0704175197	-0.508000606	0.0662745775	fac2	
v000857	0.0341840603	-0.215544541	-0.561927692	fac3	
v000861	1.0522452437	0.1866615877	0.0673981125	fac1	
v000864	0.1092999263	-0.248360725	-0.103190042		
v000871	0.0836842891	-0.403647014	-0.034824195	fac2	
v000875	-0.094988115	-0.339422846	0.0823958538	fac2	
v000881	-0.016166476	-0.420079806	0.0452534317	fac2	
v000885	0.2718718203	-0.447917957	-0.215480675	fac2	
v000886	0.5111214934	-0.208396889	0.0014665132	fac1	
v000891	0.0350967359	-0.320978604	0.2612427378	fac2	
v000898	0.1257017158	-0.325136501	-0.139079083	fac2	
v000911	0.0100399875	-0.081765026	-0.207286419		
v000912	0.2153219154	-0.496437525	0.0218987769	fac2	
v000919	0.3441871924	-0.18733598	-0.179156171	fac1	
v000923	1.085848781	-0.131750185	0.1832813078	fac1	
v000924	1.085848781	-0.131750185	0.1832813078	fac1	
v000925	1.085848781	-0.131750185	0.1832813078	fac1	
v000930	0.2186982708	-0.553546652	0.2305063082	fac2	
v000933	0.1617067666	-0.340202325	-0.500200891	fac3	
v000943	0.0421173451	-0.406537508	-0.117626101	fac2	
v000950	0.1198333443	-0.520967456	-0.199905309	fac2	
v000954	0.3062702607	-0.030819229	-0.0200084	fac1	
v000957	1.0053001658	0.1009078496	0.1707883667	fac1	
v000964	-0.010426689	-0.392209742	-0.215948828	fac2	
v000968	0.0272521091	-0.441706959	-0.139018203	fac2	
v000970	0.1743935495	-0.268254934	0.2327213629		
v000974	0.1584583221	-0.525463965	-0.005989276	fac2	
v000979	0.0348932704	-0.488367421	-0.185049066	fac2	
v000989	0.2429158863	-0.515131214	-0.129883686	fac2	
v000995	0.5941439599	0.0374856228	-0.224344035	fac1	
