Name1	Name2	corr
ferro	dama	0.97792534
dama	ferro	0.97792534
álcool	gel	0.9635317
gel	álcool	0.9635317
bvsalud	literat	0.93077077
literat	bvsalud	0.93077077
blogspot	correiopaulista	0.90854415
correiopaulista	blogspot	0.90854415
faixa	etário	0.90075217
etário	faixa	0.90075217
resfriar	trombone	0.89750847
trombone	resfriar	0.89750847
especial	coro	0.88394991
coro	especial	0.88394991
avaliar	desserviço	0.85756914
desserviço	avaliar	0.85756914
ataque	resfriar	0.82887439
resfriar	ataque	0.82887439
tratamento	precoce	0.80800441
precoce	tratamento	0.80800441
gripe	resfriar	0.80232184
resfriar	gripe	0.80232184
prazo	longo	0.77559464
longo	prazo	0.77559464
prometer	desserviço	0.76229214
desserviço	prometer	0.76229214
efeito	colateral	0.74657467
colateral	efeito	0.74657467
ataque	trombone	0.74392179
trombone	ataque	0.74392179
conselho	tutelar	0.72459938
tutelar	conselho	0.72459938
gripe	trombone	0.72009064
trombone	gripe	0.72009064
mercado	dama	0.71383731
dama	mercado	0.71383731
mercado	ferro	0.69795048
ferro	mercado	0.69795048
org	diariodobrasil	0.67239825
diariodobrasil	org	0.67239825
gripe	ataque	0.66402962
ataque	gripe	0.66402962
noticiar	jornaldacidadeonline	0.66177838
jornaldacidadeonline	noticiar	0.66177838
perigoso	mercado	0.66099232
mercado	perigoso	0.66099232
prometer	avaliar	0.65281001
avaliar	prometer	0.65281001
via	especial	0.64088077
especial	via	0.64088077
perigoso	dama	0.63631965
dama	perigoso	0.63631965
índice	letalidade	0.62575607
letalidade	índice	0.62575607
perigoso	ferro	0.62209736
ferro	perigoso	0.62209736
via	coro	0.61304785
coro	via	0.61304785
miocardite	resfriar	0.60438669
resfriar	miocardite	0.60438669
global	literat	0.59959835
literat	global	0.59959835
retirar	enquete	0.59183623
enquete	retirar	0.59183623
piada	profilaxia	0.58442333
profilaxia	piada	0.58442333
cardíaco	ataque	0.58255167
ataque	cardíaco	0.58255167
infarto	fulminante	0.57075401
fulminante	infarto	0.57075401
comprovação	dama	0.57054305
dama	comprovação	0.57054305
cardíaco	resfriar	0.55879124
resfriar	cardíaco	0.55879124
comprovação	ferro	0.55772636
ferro	comprovação	0.55772636
global	bvsalud	0.5577071
bvsalud	global	0.5577071
conspiração	teoria	0.55769361
teoria	conspiração	0.55769361
comprovação	mercado	0.55448713
mercado	comprovação	0.55448713
paralisia	facial	0.54307789
facial	paralisia	0.54307789
miocardite	trombone	0.54244218
trombone	miocardite	0.54244218
adverso	evento	0.53993537
evento	adverso	0.53993537
sistema	imunológico	0.53329229
imunológico	sistema	0.53329229
farmacêutico	indústria	0.52181875
